order_item_id,order_id,food_id,quantity
26052,13060,790,3
26053,49233,3881,3
26054,12728,562,5
26055,26124,3678,2
26056,23581,531,5
26057,6512,2371,5
26058,45548,4589,4
26059,35573,3772,2
26060,34038,2548,4
26061,46582,240,5
26062,37370,3134,5
26063,45341,1536,3
26064,46222,3545,4
26065,35016,3258,1
26066,30924,3284,2
26067,18820,4370,3
26068,25985,3204,1
26069,7507,1401,4
26070,18189,1417,3
26071,27585,2247,5
26072,10230,43,4
26073,21980,1366,2
26074,9379,2276,1
26075,37361,4986,2
26076,27325,2163,1
26077,3367,764,1
26078,40203,2558,3
26079,40744,998,5
26080,30162,4411,1
26081,35026,3729,3
26082,28239,1252,1
26083,16510,2556,4
26084,38556,3374,2
26085,12564,2874,2
26086,49418,3344,1
26087,33695,2146,4
26088,44097,2473,4
26089,11220,66,5
26090,22550,4914,2
26091,18335,2989,1
26092,26277,4008,5
26093,36557,32,1
26094,29558,1916,4
26095,24662,468,3
26096,44571,915,1
26097,29186,3441,2
26098,13677,4521,5
26099,3842,3200,2
26100,31929,4156,5
26101,47019,66,5
26102,9386,3431,2
26103,46275,518,5
26104,15555,4828,4
26105,41776,707,2
26106,32970,498,1
26107,10139,3116,3
26108,3783,615,1
26109,45109,3801,2
26110,30557,3560,1
26111,24546,1055,2
26112,243,586,5
26113,12407,3854,1
26114,18232,4507,4
26115,1648,1615,2
26116,38270,4972,3
26117,34872,2875,1
26118,36168,717,1
26119,27861,4945,5
26120,39640,3023,3
26121,49778,1882,1
26122,7074,1130,3
26123,37920,3967,1
26124,5971,4722,3
26125,27070,3352,5
26126,28291,1842,2
26127,31014,166,5
26128,46243,2787,3
26129,3018,4912,5
26130,18358,1980,2
26131,34011,2947,2
26132,48913,2449,3
26133,31478,2548,5
26134,28364,2219,1
26135,33998,3707,2
26136,4311,2029,3
26137,14305,4263,2
26138,8586,641,1
26139,46493,251,4
26140,47140,2167,2
26141,8023,137,1
26142,22323,685,2
26143,20546,3233,5
26144,5162,4331,1
26145,27751,273,3
26146,41647,3801,3
26147,22855,2359,3
26148,41879,4280,2
26149,31279,1420,3
26150,33292,692,2
26151,21962,1307,2
26152,26000,2904,3
26153,197,4444,3
26154,32906,2385,2
26155,22195,4046,5
26156,42877,4902,2
26157,6983,4662,1
26158,2320,929,1
26159,24487,1984,1
26160,28943,3730,5
26161,47691,3904,5
26162,37919,3133,4
26163,19567,657,4
26164,11571,2744,2
26165,10030,649,3
26166,12305,1001,4
26167,36431,4086,5
26168,21260,2117,5
26169,22229,278,1
26170,28749,1723,1
26171,38277,2835,2
26172,21618,1010,2
26173,31208,2378,5
26174,25788,2031,1
26175,31704,3688,3
26176,22751,1452,1
26177,38298,4406,2
26178,10222,4516,5
26179,29555,1267,2
26180,25284,3479,2
26181,16809,936,2
26182,40326,3980,3
26183,15774,452,5
26184,12299,2931,2
26185,15696,1919,3
26186,7405,336,4
26187,47510,3242,3
26188,9973,2325,2
26189,17818,2557,1
26190,42571,420,4
26191,16836,3141,5
26192,8729,1554,2
26193,41374,4735,4
26194,26419,1019,3
26195,46876,1254,1
26196,47312,269,3
26197,29372,4475,3
26198,6793,4765,4
26199,3424,4944,1
26200,8923,1676,1
26201,27616,2079,1
26202,25275,2876,5
26203,28786,3016,4
26204,30392,4535,1
26205,47316,3196,4
26206,36335,3454,1
26207,24529,724,5
26208,2492,311,5
26209,38401,832,2
26210,35213,4108,4
26211,33467,1209,4
26212,3307,3576,5
26213,33482,1521,1
26214,24384,2363,2
26215,33657,3050,4
26216,10203,1509,2
26217,3722,191,5
26218,31629,1459,5
26219,34276,3257,5
26220,18019,340,3
26221,24346,2740,1
26222,13081,1656,4
26223,31269,1492,4
26224,47658,1078,1
26225,46373,3471,2
26226,9439,4218,2
26227,5603,1929,1
26228,33071,3253,5
26229,26904,1167,1
26230,45151,3057,1
26231,28879,4968,2
26232,3353,2625,1
26233,25100,3161,1
26234,4418,2746,4
26235,48692,2223,3
26236,7272,4207,2
26237,19828,4358,3
26238,5557,1928,2
26239,40323,4707,1
26240,20431,705,2
26241,40493,487,1
26242,20532,2463,1
26243,2806,811,2
26244,29143,1440,4
26245,34112,1934,3
26246,31298,126,2
26247,24739,3588,1
26248,47482,1420,4
26249,16721,215,4
26250,37634,35,4
26251,48790,2661,5
26252,23526,952,1
26253,23584,4715,2
26254,9167,2061,1
26255,6047,4389,1
26256,34834,4276,3
26257,37182,1806,5
26258,19561,4027,3
26259,24583,4022,2
26260,5650,4086,1
26261,48885,4094,3
26262,46025,2576,1
26263,5905,4084,1
26264,4301,1960,3
26265,44647,2478,1
26266,5979,570,1
26267,38836,3750,1
26268,32946,2730,1
26269,39415,4112,5
26270,41618,650,4
26271,43997,668,5
26272,6140,1641,4
26273,46462,3969,3
26274,24515,1306,1
26275,12285,292,4
26276,41083,4133,2
26277,28578,2749,4
26278,45955,86,4
26279,16927,1365,1
26280,26032,2106,3
26281,13576,774,3
26282,2487,2311,4
26283,22084,1435,3
26284,33027,3357,1
26285,39717,373,5
26286,24262,304,5
26287,49673,4611,3
26288,34456,2878,3
26289,35571,192,5
26290,44950,1880,5
26291,11976,620,5
26292,8143,2173,5
26293,21810,2353,5
26294,10119,1159,4
26295,34,954,3
26296,30467,2714,4
26297,46065,1705,4
26298,9981,566,3
26299,47505,4163,5
26300,43458,2271,3
26301,41742,4123,1
26302,45438,4050,3
26303,7174,2684,5
26304,49409,767,2
26305,18208,2880,1
26306,49341,1461,5
26307,18618,2813,5
26308,41027,140,4
26309,34946,2504,3
26310,4922,4634,5
26311,8660,3400,2
26312,14646,4933,5
26313,41633,267,3
26314,36397,3462,3
26315,21405,1778,5
26316,7820,2785,1
26317,33276,1354,1
26318,1713,3119,5
26319,3586,4542,2
26320,418,1907,5
26321,23517,31,1
26322,44677,4946,5
26323,5511,2575,2
26324,25259,742,4
26325,8806,1631,5
26326,47438,2999,5
26327,40400,4827,1
26328,10752,3457,3
26329,49753,2232,3
26330,31442,3183,5
26331,17753,2428,2
26332,38969,1247,1
26333,9421,2688,4
26334,15351,241,5
26335,43349,281,4
26336,37646,4724,2
26337,31020,2402,3
26338,32108,2494,2
26339,27592,1942,2
26340,41868,3154,5
26341,39707,4041,2
26342,30417,1245,4
26343,44499,4136,4
26344,3877,875,3
26345,47876,359,5
26346,30363,3348,3
26347,45023,4055,3
26348,40412,1430,3
26349,14368,3755,1
26350,3452,4617,4
26351,32868,3484,2
26352,26663,3718,3
26353,10286,853,2
26354,36182,4550,1
26355,39197,299,3
26356,11780,1572,3
26357,23270,3855,2
26358,14525,2543,1
26359,33534,1242,4
26360,1908,4961,3
26361,28926,3841,2
26362,14485,3637,4
26363,1615,915,5
26364,25516,1799,4
26365,37193,750,4
26366,23385,2637,4
26367,24110,2011,2
26368,6209,773,5
26369,32164,907,4
26370,32517,902,4
26371,24378,1949,3
26372,5618,1272,3
26373,28825,490,4
26374,43194,4876,2
26375,3053,775,2
26376,28574,3426,2
26377,5431,1675,5
26378,2337,4352,1
26379,24494,4440,2
26380,15574,1389,2
26381,17707,1229,3
26382,40301,123,4
26383,34223,1355,5
26384,39152,4490,2
26385,11472,349,3
26386,31250,4396,4
26387,19210,1522,5
26388,38681,3447,4
26389,43732,2356,2
26390,8442,3336,4
26391,45196,1274,3
26392,20651,929,2
26393,3625,1772,5
26394,4648,4737,5
26395,9058,1589,5
26396,13500,454,1
26397,2123,281,5
26398,48681,3661,3
26399,28220,2942,5
26400,27736,2726,3
26401,42355,2180,4
26402,4186,121,2
26403,10716,4360,2
26404,18880,4099,4
26405,40141,3268,2
26406,15401,4135,4
26407,26322,2764,5
26408,360,2245,3
26409,31799,2422,2
26410,15507,968,1
26411,40552,3452,2
26412,40613,1715,2
26413,36406,3497,5
26414,38909,515,3
26415,2026,1198,2
26416,41968,2546,1
26417,16396,1586,4
26418,42738,4322,1
26419,45306,3316,2
26420,42802,1709,2
26421,22126,4731,3
26422,15718,934,1
26423,15224,3304,4
26424,4513,3308,4
26425,49961,437,2
26426,8208,2997,5
26427,47216,4411,1
26428,2018,414,5
26429,23249,3887,4
26430,16094,4551,1
26431,16110,2640,1
26432,11910,1752,2
26433,35264,2020,3
26434,7197,3660,2
26435,39097,4487,5
26436,43241,4721,3
26437,7460,1479,2
26438,28119,1630,3
26439,11493,6,3
26440,13484,3834,1
26441,48645,1246,5
26442,27331,705,2
26443,40953,3217,4
26444,8871,4752,1
26445,17315,727,3
26446,16270,1613,5
26447,26981,2104,5
26448,13220,4031,3
26449,40022,994,1
26450,2097,1351,3
26451,34075,1066,4
26452,7256,545,1
26453,7928,2586,3
26454,41652,754,1
26455,347,2767,1
26456,44403,3243,1
26457,28593,3885,1
26458,5925,4059,3
26459,23467,2995,4
26460,42756,3101,3
26461,12457,2837,4
26462,36617,4507,4
26463,28681,4519,1
26464,13831,2231,1
26465,24743,2725,4
26466,3162,275,1
26467,39956,4685,1
26468,11942,2394,1
26469,27076,2964,1
26470,24634,2166,5
26471,46114,1929,4
26472,16118,3801,5
26473,45331,684,4
26474,49897,1869,5
26475,209,2600,4
26476,29300,2135,4
26477,16996,2264,3
26478,14288,2515,2
26479,39633,502,2
26480,2463,2554,3
26481,13889,3767,3
26482,43608,877,2
26483,48055,4388,5
26484,32792,62,2
26485,1022,439,2
26486,1737,3681,1
26487,28151,2629,1
26488,1708,4935,2
26489,46790,2258,1
26490,27031,171,1
26491,13361,3455,5
26492,21901,154,3
26493,19690,678,4
26494,22302,2420,5
26495,16502,4995,5
26496,14623,4747,1
26497,28794,4876,4
26498,36350,3562,2
26499,31680,1971,5
26500,45957,1780,5
26501,45832,1302,2
26502,35281,3345,3
26503,18694,1661,3
26504,17967,4145,2
26505,14775,4543,5
26506,20196,2588,5
26507,42070,4385,5
26508,34011,2165,3
26509,19634,4244,3
26510,11545,4866,1
26511,11568,1790,3
26512,10445,4198,3
26513,42059,848,4
26514,41149,4123,4
26515,40396,4091,3
26516,10539,4048,5
26517,13385,1128,2
26518,45648,732,3
26519,44255,4119,1
26520,28888,1155,3
26521,6850,2114,5
26522,33013,4667,1
26523,18934,239,2
26524,48382,3361,1
26525,11470,4975,4
26526,33072,322,1
26527,17081,4176,4
26528,2040,4014,1
26529,14845,3674,2
26530,11961,547,3
26531,32680,1430,4
26532,23424,1141,2
26533,9570,1849,5
26534,37827,3045,1
26535,42284,2710,2
26536,25996,3028,4
26537,29062,2847,2
26538,27391,4276,5
26539,2501,977,5
26540,16282,2849,3
26541,23075,883,5
26542,10946,730,2
26543,12179,3126,4
26544,9389,1731,1
26545,21478,4148,5
26546,12363,2205,5
26547,27836,4699,2
26548,17720,747,5
26549,7687,1366,3
26550,9254,2578,4
26551,31016,2023,5
26552,11422,382,1
26553,38497,4365,5
26554,36244,1996,3
26555,43000,4233,2
26556,29682,972,1
26557,8474,604,1
26558,21976,3575,3
26559,30580,2180,5
26560,13245,1247,4
26561,162,3366,5
26562,35226,1320,3
26563,26471,3475,1
26564,38724,2767,4
26565,12199,3617,4
26566,9455,798,2
26567,40827,4421,1
26568,20924,4596,5
26569,39166,3920,5
26570,9537,2316,4
26571,7509,4342,4
26572,27586,430,4
26573,17642,1284,2
26574,16248,413,5
26575,14249,292,4
26576,37702,2584,4
26577,7216,3327,4
26578,29411,4195,1
26579,6886,3123,3
26580,16106,3598,4
26581,10335,1838,5
26582,19924,2042,2
26583,44789,2444,5
26584,45962,554,4
26585,5413,2403,2
26586,11136,445,2
26587,1748,3690,5
26588,11567,3717,2
26589,24151,1911,4
26590,626,922,2
26591,27657,568,5
26592,35455,3123,1
26593,7744,151,2
26594,42703,334,4
26595,24066,4178,3
26596,14595,1731,5
26597,9794,3669,2
26598,712,3263,2
26599,3588,1677,4
26600,29130,2370,5
26601,18047,4334,4
26602,2561,2877,5
26603,10942,4823,4
26604,20204,3674,1
26605,16173,2311,2
26606,33826,3518,4
26607,48185,3783,5
26608,18328,647,2
26609,39879,978,1
26610,14439,2802,3
26611,40453,4128,1
26612,32555,800,5
26613,2505,2877,5
26614,24605,716,4
26615,36192,2684,1
26616,20329,3390,2
26617,973,1636,3
26618,12108,345,4
26619,34464,3980,2
26620,44544,2602,1
26621,36454,977,4
26622,41097,4521,3
26623,9006,3333,5
26624,2627,3612,2
26625,617,3768,3
26626,8820,2101,5
26627,32449,2472,5
26628,17146,3810,1
26629,28528,1992,2
26630,5060,1255,2
26631,41956,4253,4
26632,6173,1258,1
26633,14202,1885,5
26634,13641,3755,1
26635,5149,4532,5
26636,45901,1011,4
26637,25185,3355,2
26638,149,3822,5
26639,12668,2432,4
26640,44069,3957,5
26641,7623,1575,2
26642,44846,1548,5
26643,10955,2205,3
26644,16477,275,5
26645,37124,4461,1
26646,16506,951,3
26647,11071,4244,4
26648,39751,4978,3
26649,11962,3574,4
26650,19498,3758,5
26651,28640,2307,5
26652,5699,4770,3
26653,47321,3405,2
26654,49158,4890,4
26655,6142,4141,1
26656,14695,1682,1
26657,49195,3341,3
26658,9344,1141,3
26659,35006,1101,3
26660,11583,1535,1
26661,9750,2578,1
26662,27868,3872,3
26663,252,306,1
26664,48327,1340,3
26665,49541,2470,5
26666,45193,1822,3
26667,31378,1078,3
26668,3504,4610,3
26669,78,4110,4
26670,8742,4591,4
26671,40230,2235,2
26672,13177,3224,1
26673,38677,3697,2
26674,14951,3940,2
26675,431,4089,1
26676,32089,2892,5
26677,13247,636,1
26678,43793,2089,5
26679,17255,1482,4
26680,36180,3301,2
26681,42758,277,1
26682,40969,4603,1
26683,696,119,1
26684,37199,639,4
26685,173,1894,5
26686,2814,3397,4
26687,23544,2494,1
26688,42071,3462,2
26689,34892,3015,5
26690,8850,4471,1
26691,9925,241,1
26692,29713,4095,1
26693,21983,2599,4
26694,1779,1333,1
26695,41371,1288,3
26696,42435,462,2
26697,22961,497,2
26698,45624,2357,3
26699,47623,2483,3
26700,15120,1731,3
26701,5760,324,4
26702,2790,3982,1
26703,46904,2268,1
26704,4241,1498,3
26705,13734,3937,3
26706,14932,170,3
26707,1005,4038,3
26708,11716,268,1
26709,43463,809,5
26710,40355,3920,3
26711,36188,4695,3
26712,5378,4750,4
26713,31488,2479,5
26714,39837,3818,1
26715,24148,2710,5
26716,1532,3079,1
26717,5615,2038,2
26718,3130,2541,4
26719,21772,3147,3
26720,35954,1712,1
26721,26855,1246,5
26722,21242,2108,5
26723,25365,1962,3
26724,31022,3330,5
26725,39667,2152,3
26726,49934,2667,5
26727,2783,3689,1
26728,12948,2842,5
26729,24708,1008,5
26730,14544,1624,1
26731,21085,1447,3
26732,44315,2970,5
26733,1169,415,5
26734,39270,1394,1
26735,21992,1706,4
26736,19024,3364,3
26737,19560,368,3
26738,33518,756,3
26739,16123,1576,4
26740,25120,4516,4
26741,2850,1147,5
26742,32911,2449,4
26743,15721,1217,5
26744,19359,3516,1
26745,20075,3978,5
26746,550,660,1
26747,24504,3187,2
26748,29745,4942,5
26749,25373,245,5
26750,25026,4219,3
26751,3143,912,1
26752,5752,1453,5
26753,11214,3915,5
26754,8914,596,5
26755,27909,4326,1
26756,42189,3854,5
26757,5612,3577,4
26758,24123,4714,4
26759,13629,1029,2
26760,39587,1090,3
26761,44022,3022,1
26762,49696,3532,3
26763,21054,1449,1
26764,35693,4864,3
26765,41146,2366,1
26766,37708,2212,1
26767,3747,2652,5
26768,26899,3816,2
26769,3681,2530,2
26770,39919,412,2
26771,40694,1818,2
26772,35825,3720,4
26773,16798,842,1
26774,32738,3437,3
26775,38740,2727,2
26776,10013,4638,2
26777,23426,4708,2
26778,39177,3056,4
26779,9364,2220,1
26780,18955,2460,1
26781,39003,1049,5
26782,22103,4918,1
26783,34700,4832,5
26784,28791,2509,5
26785,32024,1494,1
26786,29161,4029,3
26787,2194,2153,4
26788,34788,876,5
26789,3288,3256,1
26790,2981,2685,5
26791,33011,3498,3
26792,39315,138,5
26793,48568,983,3
26794,41469,955,1
26795,12851,2105,4
26796,29336,76,4
26797,45956,4537,1
26798,37179,3007,4
26799,25128,1024,2
26800,5486,2392,2
26801,33601,3296,1
26802,46799,1798,3
26803,48939,3203,5
26804,36468,1844,1
26805,22762,1024,5
26806,41280,1575,2
26807,10931,1539,2
26808,4058,77,4
26809,13660,1181,1
26810,21363,4631,1
26811,29257,2558,1
26812,43587,789,5
26813,16941,640,5
26814,29591,4991,2
26815,47287,4630,2
26816,1510,3119,3
26817,35349,2652,3
26818,40961,2668,4
26819,3362,4803,5
26820,17752,2280,3
26821,27149,2947,5
26822,18316,2383,2
26823,10375,3549,2
26824,25730,666,1
26825,45287,1250,2
26826,27675,871,2
26827,23178,3713,1
26828,17826,4911,5
26829,25534,1145,3
26830,7646,3334,1
26831,11688,4371,4
26832,16080,3593,3
26833,1063,2620,3
26834,31793,4704,5
26835,33610,4269,5
26836,39403,2293,1
26837,30938,94,2
26838,39258,4267,1
26839,28022,3556,2
26840,7499,2443,2
26841,29636,3767,2
26842,31857,2199,1
26843,43637,4423,3
26844,44588,1085,3
26845,15084,2624,3
26846,7849,976,4
26847,8003,2157,3
26848,14346,3230,3
26849,5233,960,2
26850,32931,3399,3
26851,36103,380,2
26852,14428,1366,5
26853,43539,1002,2
26854,46160,4302,5
26855,26967,3255,2
26856,27551,4732,2
26857,35688,4332,2
26858,35644,962,1
26859,3023,2991,4
26860,553,4899,1
26861,18585,709,4
26862,34836,4243,3
26863,42523,913,3
26864,13006,2555,5
26865,23507,529,2
26866,45249,1659,5
26867,2718,1202,3
26868,13134,272,3
26869,37644,2328,5
26870,26927,4836,3
26871,13429,3801,3
26872,43070,600,3
26873,3673,4599,3
26874,29201,3964,5
26875,20068,3260,5
26876,12992,1183,5
26877,8015,1671,4
26878,31540,1677,2
26879,12757,1065,1
26880,43474,255,2
26881,22144,667,4
26882,9201,4598,3
26883,9042,746,4
26884,19938,4627,4
26885,1251,3695,2
26886,37289,4373,2
26887,35746,4147,2
26888,21545,4436,4
26889,16402,433,1
26890,45856,122,4
26891,22941,1149,3
26892,46523,980,2
26893,34502,3907,4
26894,35806,2198,3
26895,10719,1378,2
26896,5047,81,3
26897,38098,1297,3
26898,38721,4651,5
26899,25065,3299,3
26900,34431,327,1
26901,28293,4860,5
26902,34760,864,3
26903,22783,1709,3
26904,28151,1629,4
26905,19595,88,2
26906,15845,1272,5
26907,16674,3837,4
26908,9467,2189,3
26909,24080,3703,1
26910,47443,2453,4
26911,47842,3635,4
26912,48407,4085,4
26913,6745,1531,3
26914,48456,4464,5
26915,22857,3519,2
26916,28582,1244,1
26917,25506,1163,2
26918,9283,4873,4
26919,41846,2781,3
26920,30761,989,1
26921,8723,3852,5
26922,25123,3955,5
26923,18275,413,5
26924,25463,2715,2
26925,37235,4838,4
26926,38804,529,1
26927,34811,970,2
26928,12287,359,2
26929,2430,4639,1
26930,36202,866,3
26931,11277,4597,1
26932,16215,895,1
26933,13931,3808,2
26934,37170,3890,1
26935,41744,3584,4
26936,11373,536,3
26937,27658,4719,5
26938,49616,1072,5
26939,28256,4855,4
26940,22169,4428,3
26941,48243,2275,5
26942,13732,42,5
26943,18724,4970,4
26944,14986,2246,5
26945,19911,665,5
26946,38765,2666,2
26947,19060,592,3
26948,26342,3759,2
26949,11371,234,1
26950,39999,3830,3
26951,6427,2252,2
26952,32210,1739,5
26953,35191,2580,3
26954,35897,186,2
26955,38246,2647,5
26956,8159,695,3
26957,37182,3427,3
26958,29789,350,1
26959,15179,10,2
26960,30336,590,3
26961,38170,1361,3
26962,29892,1725,2
26963,17105,4226,2
26964,39927,1875,3
26965,27770,377,2
26966,30652,2406,5
26967,45486,514,2
26968,13108,223,3
26969,27404,1741,2
26970,22921,4614,2
26971,11904,4288,1
26972,43200,846,4
26973,8992,2817,3
26974,17778,3861,5
26975,27638,449,5
26976,30075,2604,1
26977,4858,2378,3
26978,28715,95,1
26979,35582,4487,5
26980,28229,1337,5
26981,45736,2349,3
26982,9136,204,5
26983,8552,3532,3
26984,5368,3409,3
26985,19350,2922,1
26986,1708,2622,1
26987,13925,2800,1
26988,45394,2096,1
26989,45490,2936,2
26990,21566,4813,5
26991,45611,179,2
26992,25119,539,1
26993,4854,4558,2
26994,16181,4021,1
26995,37417,27,2
26996,2694,1209,2
26997,23620,331,4
26998,14217,401,5
26999,34511,2759,4
27000,18540,589,2
27001,38842,1578,1
27002,41159,4248,2
27003,11718,3519,3
27004,34769,283,2
27005,45793,3889,4
27006,27641,2332,1
27007,22213,1989,1
27008,18647,536,2
27009,3265,1344,4
27010,11085,4192,3
27011,26323,822,1
27012,27918,3384,4
27013,24919,1139,3
27014,13689,1338,2
27015,40469,1383,2
27016,33526,1747,2
27017,43491,4421,1
27018,11871,738,5
27019,12568,256,4
27020,5011,1557,5
27021,1220,4532,4
27022,40740,3953,3
27023,33776,2369,2
27024,41626,3406,4
27025,23986,2314,5
27026,20650,1473,5
27027,21225,3662,1
27028,27269,1544,4
27029,11045,1011,4
27030,19943,2099,3
27031,33212,4465,2
27032,42243,1835,5
27033,2640,3404,2
27034,16295,251,5
27035,15256,2420,3
27036,27057,3766,3
27037,17942,225,1
27038,6820,4898,2
27039,27817,3382,1
27040,49182,3211,4
27041,28800,3242,5
27042,48520,2749,5
27043,24588,2898,1
27044,29687,916,2
27045,21938,1493,4
27046,48403,4328,3
27047,12691,1297,3
27048,21837,2932,5
27049,29933,2000,4
27050,46068,702,1
27051,20464,873,2
27052,35858,1907,3
27053,45854,4758,5
27054,36930,1440,3
27055,20284,2821,1
27056,4759,2585,3
27057,27874,2533,3
27058,14746,1256,3
27059,12691,2152,2
27060,21972,1444,4
27061,13766,1406,1
27062,35347,821,2
27063,19646,218,4
27064,41799,1499,2
27065,3609,2653,1
27066,20845,2694,1
27067,6249,4157,1
27068,225,2310,3
27069,25616,2838,5
27070,685,1299,4
27071,37617,1378,1
27072,27527,4575,1
27073,1277,2307,1
27074,19676,2800,2
27075,7223,735,2
27076,3689,2784,1
27077,28364,3608,1
27078,17432,3763,1
27079,7025,68,5
27080,5416,4081,2
27081,48194,277,4
27082,6003,4587,3
27083,32316,3120,2
27084,49539,2498,5
27085,26455,4266,5
27086,1647,918,1
27087,34633,4346,2
27088,20436,3459,3
27089,6165,2600,2
27090,27298,4105,1
27091,35869,2609,5
27092,9076,1821,3
27093,19003,4453,1
27094,16698,2613,2
27095,25596,1909,2
27096,2991,1486,3
27097,11450,878,5
27098,4320,4971,3
27099,19732,1958,2
27100,38625,847,2
27101,9446,2232,5
27102,23698,4271,4
27103,2525,2065,5
27104,16667,244,5
27105,48967,3282,1
27106,9492,4164,5
27107,35895,3818,3
27108,13838,304,2
27109,34919,1687,1
27110,24117,3098,5
27111,28818,3994,1
27112,6383,4802,5
27113,23040,131,3
27114,5181,4892,2
27115,25482,3289,2
27116,30130,4837,5
27117,322,1242,2
27118,34184,3364,4
27119,4787,3324,2
27120,45654,3748,3
27121,49540,3836,5
27122,12398,4712,2
27123,6310,652,5
27124,47667,2046,1
27125,37021,104,3
27126,19348,2272,2
27127,2077,2697,1
27128,47566,2857,2
27129,19881,2347,2
27130,25869,3961,5
27131,39251,4035,2
27132,1440,916,5
27133,9550,4616,1
27134,44805,731,2
27135,20765,2515,5
27136,34209,4505,4
27137,24612,2187,3
27138,8398,2033,5
27139,16976,1240,1
27140,3507,219,2
27141,2597,4651,5
27142,37569,2636,5
27143,38486,1159,3
27144,26625,1233,4
27145,11236,3462,1
27146,44261,1063,3
27147,17521,668,5
27148,23510,1270,3
27149,25043,3308,1
27150,18830,1537,4
27151,23761,4806,2
27152,16407,3555,5
27153,1554,1018,4
27154,41198,4,2
27155,23227,4339,1
27156,23316,491,5
27157,42273,1296,4
27158,43425,1322,3
27159,41556,3945,5
27160,34854,616,4
27161,37511,2963,2
27162,48124,3330,4
27163,46373,1472,1
27164,38547,2661,2
27165,27876,3416,4
27166,765,421,5
27167,42431,1358,5
27168,35317,1391,3
27169,27410,493,3
27170,342,2684,4
27171,2370,2130,1
27172,48801,177,1
27173,4260,323,3
27174,43625,2433,3
27175,17469,915,5
27176,49158,529,1
27177,12727,2275,4
27178,22426,4138,2
27179,13454,1443,1
27180,29416,1160,4
27181,30320,4344,2
27182,44961,2242,5
27183,26698,3329,3
27184,22474,4359,3
27185,15159,2703,2
27186,3750,144,4
27187,6326,1274,1
27188,28986,2837,1
27189,26917,2856,5
27190,28011,1955,2
27191,21025,1370,2
27192,34126,3067,3
27193,27327,2294,2
27194,1868,2981,2
27195,27759,2648,2
27196,45209,2091,1
27197,18633,978,1
27198,43313,401,4
27199,35247,731,2
27200,1326,1151,2
27201,35410,658,3
27202,45484,2877,4
27203,44700,4412,4
27204,20961,950,1
27205,24476,12,4
27206,15235,677,1
27207,35903,4813,3
27208,23526,3396,3
27209,1439,1541,1
27210,27429,1891,1
27211,11859,3580,3
27212,31229,2272,5
27213,46645,2637,3
27214,49624,1105,2
27215,33121,4505,1
27216,43978,2819,1
27217,37852,936,2
27218,48823,1898,1
27219,41093,513,5
27220,4584,934,3
27221,32225,6,2
27222,49109,282,1
27223,29902,3169,2
27224,17662,3323,2
27225,12460,3389,1
27226,9186,1390,2
27227,14008,489,1
27228,25649,4410,3
27229,46072,4391,5
27230,3720,4099,2
27231,22422,4113,1
27232,40991,4421,4
27233,17434,3814,5
27234,33164,3994,3
27235,19717,2773,1
27236,25687,3086,2
27237,34525,3839,5
27238,18681,745,1
27239,47577,3986,4
27240,13819,2140,3
27241,47001,437,1
27242,17117,3500,2
27243,42005,2515,5
27244,45743,3117,2
27245,39838,3971,3
27246,8661,2673,4
27247,19593,2425,3
27248,17555,4959,3
27249,48644,2015,5
27250,4012,1773,4
27251,14766,2503,2
27252,47744,2011,5
27253,22670,1090,3
27254,36459,4635,5
27255,10450,3875,2
27256,22886,3888,4
27257,5069,3548,3
27258,43674,1918,3
27259,32416,3782,4
27260,42144,1044,5
27261,14324,1488,5
27262,37348,3749,4
27263,39293,1108,2
27264,26014,4792,1
27265,35645,492,3
27266,35941,1098,5
27267,24709,2742,2
27268,23640,2128,4
27269,11154,4194,1
27270,9651,2841,2
27271,14560,2635,3
27272,5139,2987,1
27273,25489,1417,5
27274,32487,8,2
27275,49913,3,2
27276,27908,695,3
27277,31133,2076,5
27278,34980,77,4
27279,19280,1636,4
27280,21804,59,2
27281,4019,1227,5
27282,16009,1319,5
27283,7080,562,2
27284,4921,4692,2
27285,40043,1295,5
27286,2848,1283,4
27287,37091,3181,1
27288,28413,1534,1
27289,36412,3626,3
27290,23406,4441,2
27291,42175,3734,1
27292,7203,710,3
27293,4253,2034,5
27294,5454,1582,2
27295,46310,1635,4
27296,33440,2969,2
27297,12794,4880,3
27298,33523,3588,5
27299,3406,1868,3
27300,41791,3714,2
27301,45003,2600,2
27302,4753,2808,1
27303,46335,3268,2
27304,11301,3470,4
27305,40202,3180,3
27306,41683,4114,2
27307,5215,4273,2
27308,26311,3279,4
27309,2541,1183,4
27310,93,2687,2
27311,26655,3768,2
27312,28319,3093,5
27313,25564,2995,3
27314,30972,2556,1
27315,9001,1141,2
27316,48850,4752,3
27317,15580,110,1
27318,42347,4616,4
27319,49253,755,4
27320,17824,2071,1
27321,33149,614,3
27322,3753,4743,5
27323,9302,3203,5
27324,28957,3114,4
27325,36473,3183,5
27326,1288,3222,1
27327,20706,1865,1
27328,3416,1138,5
27329,11711,2695,4
27330,21664,3724,1
27331,18209,3032,5
27332,43290,3601,2
27333,16323,1532,4
27334,41887,235,2
27335,12343,4697,4
27336,15643,2044,5
27337,12593,2142,4
27338,9054,2279,3
27339,18539,4206,3
27340,47892,4080,1
27341,45430,4016,2
27342,14851,4492,1
27343,18565,2628,1
27344,37726,4688,2
27345,44079,349,3
27346,49598,310,2
27347,36296,4213,2
27348,46744,602,3
27349,2790,2608,4
