order_item_id,order_id,food_id,quantity,item_name
34962,25211,353,2,Pizza
48889,49408,275,2,Sushi
21103,49969,152,2,Salad
33886,24649,134,2,Salad
48819,13836,289,1,Burger
21982,31527,498,1,Pizza
5903,18621,102,4,Sushi
10959,6865,361,3,Burger
6048,13643,233,2,Pizza
2775,35338,328,4,Wrap
23800,41660,367,4,Wrap
25348,6118,198,4,Pizza
39905,3639,472,2,Salad
8809,34567,479,2,Salad
14472,26748,339,1,Fries
11538,33875,263,3,Burger
33532,9832,188,3,Salad
48073,46647,206,1,Wrap
25746,43880,416,4,Salad
9957,30088,222,2,Pizza
48350,21620,372,2,Burger
36226,31947,415,3,Burger
40446,20916,282,3,Fries
973,6802,378,3,Salad
21444,17600,280,3,Salad
1418,19514,220,2,Burger
22822,22974,429,3,Burger
33801,43795,465,2,Pizza
21511,40497,447,1,Pizza
1393,31685,401,1,Sushi
7393,47266,131,1,Salad
36862,49221,402,1,Fries
26783,30501,298,2,Fries
152,1880,132,3,Sushi
47180,33224,163,1,Sushi
4164,38871,303,4,Pizza
41483,5096,316,1,Salad
4785,8596,256,2,Burger
39233,26563,309,4,Fries
46209,47309,250,3,Salad
26949,6366,347,2,Pizza
28682,35848,462,1,Fries
20343,16256,225,3,Fries
15873,11448,314,2,Salad
46663,13547,292,3,Sushi
11667,17290,273,3,Burger
26941,27092,278,1,Burger
35519,10298,474,3,Sushi
19561,20039,182,4,Salad
9902,8461,220,1,Salad
36774,4043,412,4,Fries
14658,22169,493,3,Wrap
28084,37228,121,3,Pizza
49850,24623,105,2,Pizza
16180,27166,368,1,Salad
42269,42849,366,3,Sushi
7166,41930,146,3,Wrap
9503,21718,238,1,Wrap
29517,3423,483,4,Fries
23537,39477,274,1,Sushi
4785,25460,482,2,Salad
45550,7344,307,2,Wrap
40314,8871,209,3,Sushi
1818,32373,422,3,Sushi
21315,32263,440,4,Burger
29957,36983,310,2,Wrap
39467,35967,398,2,Sushi
23670,39205,230,2,Wrap
13936,17840,202,1,Burger
49992,37388,463,2,Pizza
20555,8353,155,2,Sushi
19649,27329,106,3,Fries
5,3971,150,3,Fries
20931,41668,465,3,Burger
37034,32159,177,2,Wrap
27399,25212,462,4,Sushi
27506,36698,338,3,Sushi
39146,7072,281,1,Pizza
38379,10523,141,3,Fries
10363,13041,480,2,Sushi
18198,41018,475,4,Pizza
16961,19574,358,3,Salad
22217,46325,116,4,Pizza
46919,18755,272,1,Pizza
11472,40561,174,2,Fries
1402,9685,436,2,Wrap
30694,9063,370,2,Sushi
24692,34184,410,1,Sushi
35848,37911,284,1,Salad
49229,30377,433,2,Salad
48761,2662,121,3,Wrap
9927,10206,194,2,Wrap
23030,8490,100,2,Wrap
7957,25145,357,2,Salad
44297,41121,237,4,Sushi
18875,10969,154,4,Fries
5142,21181,408,4,Salad
31988,45347,478,3,Burger
26950,45340,441,2,Burger
39469,15206,240,4,Sushi
40567,36518,286,2,Sushi
37932,28080,217,2,Wrap
6515,19584,239,4,Salad
46782,1251,286,1,Sushi
9816,35870,477,4,Fries
31021,25755,383,1,Salad
17631,27235,456,2,Burger
18000,29269,221,1,Burger
3629,48348,221,3,Wrap
43449,35560,408,3,Sushi
7663,16129,297,4,Fries
145,35949,262,3,Wrap
45440,13835,118,3,Salad
16846,31693,129,2,Fries
44057,27872,239,3,Sushi
37396,43998,238,2,Sushi
18703,40898,185,1,Sushi
3309,23524,189,2,Burger
20904,39489,333,3,Wrap
36571,40643,316,1,Wrap
27552,45611,138,3,Fries
9816,10516,320,4,Wrap
27621,49426,350,3,Wrap
23356,25687,106,3,Burger
4765,20022,264,2,Burger
25537,27374,375,4,Pizza
2136,48050,197,3,Salad
6953,48026,455,3,Pizza
23917,45904,303,2,Burger
29278,41312,321,3,Burger
39385,32288,123,3,Fries
6490,39729,315,1,Pizza
20250,9995,343,3,Sushi
38776,43448,456,4,Fries
15388,25732,404,4,Pizza
23558,14634,490,3,Wrap
42676,45197,157,1,Pizza
45855,16823,193,2,Burger
8760,45207,403,1,Sushi
36266,25764,188,4,Pizza
24188,40040,441,3,Fries
1617,29412,126,2,Burger
19078,41349,475,4,Burger
32705,23007,475,4,Pizza
34320,9701,265,4,Wrap
17293,43980,395,1,Salad
13772,38679,162,1,Fries
20798,27366,227,1,Wrap
37761,10948,256,3,Burger
2032,31400,391,2,Burger
44537,44501,192,3,Salad
37951,16353,196,3,Fries
23596,11770,209,3,Burger
32360,27651,289,3,Wrap
37988,42446,213,3,Burger
7970,33577,290,3,Fries
13631,6039,488,4,Sushi
48135,4336,120,4,Wrap
30021,29314,367,4,Fries
40778,45418,392,1,Fries
32452,26218,327,3,Burger
40049,33485,250,3,Sushi
10946,20442,145,2,Pizza
15941,12712,423,2,Pizza
19670,40934,416,2,Pizza
1982,8766,445,4,Wrap
47051,14162,167,4,Salad
8930,24404,107,4,Burger
1409,45165,420,1,Salad
46156,36300,298,4,Fries
1780,8792,231,1,Fries
21253,17801,126,4,Pizza
19329,27713,414,1,Pizza
17143,38583,241,3,Sushi
41156,18301,494,2,Sushi
42582,40959,344,1,Salad
23937,41026,291,3,Sushi
14374,21706,138,1,Sushi
43729,45965,398,1,Wrap
11598,39677,441,3,Wrap
46933,35296,227,3,Sushi
30615,9015,470,2,Sushi
18254,11250,114,1,Salad
8459,43881,414,1,Burger
28624,43749,123,2,Sushi
41953,21512,193,2,Salad
20402,47371,469,3,Wrap
25885,8601,449,1,Pizza
32525,25226,477,3,Pizza
26462,18301,327,2,Sushi
39776,4101,177,2,Sushi
4515,2845,493,3,Fries
46489,6579,497,3,Salad
15786,34819,311,1,Pizza
17118,38590,226,1,Fries
32764,24063,203,1,Sushi
39375,1319,102,2,Wrap
42414,5707,381,3,Fries
49362,3844,165,1,Pizza
12356,45485,395,2,Pizza
3194,12118,367,4,Fries
39260,3227,254,3,Burger
48748,14365,363,3,Pizza
48467,20242,461,4,Sushi
20576,26409,184,3,Wrap
19834,24804,446,1,Pizza
7089,21632,436,1,Sushi
38710,42211,382,3,Burger
24376,42000,272,4,Salad
13545,12286,265,3,Salad
9712,9450,395,2,Burger
47357,22873,100,2,Fries
37837,31500,320,4,Fries
41782,22878,360,3,Sushi
45954,1540,456,1,Burger
47586,3019,421,4,Wrap
24768,27625,345,2,Burger
33220,35040,115,4,Sushi
33236,33100,172,4,Sushi
27614,34881,468,1,Fries
36107,28005,350,4,Fries
48743,42321,430,1,Burger
43822,21578,449,1,Fries
20288,22926,112,1,Salad
34613,2295,245,4,Burger
600,2323,176,1,Wrap
38639,40711,279,4,Pizza
36078,5946,382,2,Salad
41282,26342,212,3,Pizza
7295,46484,406,1,Sushi
25226,34337,459,4,Sushi
43061,44405,247,3,Fries
32023,38997,431,2,Sushi
34233,38971,469,4,Fries
46925,46356,420,4,Fries
2302,24927,177,1,Wrap
26355,2251,454,1,Sushi
24604,2829,436,4,Sushi
4868,49531,481,1,Salad
23424,32635,215,4,Burger
31991,42708,114,3,Burger
27436,37432,209,3,Fries
18696,2161,368,4,Pizza
31096,27820,245,1,Burger
37361,33408,184,4,Pizza
10331,18677,139,1,Pizza
2324,14080,229,4,Salad
46151,18388,231,2,Salad
2264,13910,465,1,Wrap
8649,19548,268,4,Salad
40340,21977,203,1,Burger
3774,8003,214,1,Fries
29957,29209,220,1,Sushi
39497,29979,449,4,Fries
44145,37539,369,1,Fries
24748,7674,428,3,Salad
19984,38486,109,4,Burger
39157,13698,414,1,Burger
22036,9493,460,4,Burger
20991,13387,322,1,Sushi
26917,12724,429,2,Fries
5437,26949,417,4,Pizza
33344,37628,424,2,Sushi
38966,25211,186,3,Fries
7748,39395,486,4,Burger
32710,45614,213,3,Wrap
37050,49389,135,2,Fries
3381,8661,206,2,Fries
11956,25871,165,3,Sushi
22706,33375,446,1,Sushi
14421,38439,102,2,Fries
45539,49733,317,1,Wrap
3946,44506,354,4,Pizza
10810,33819,186,2,Fries
4668,8319,395,2,Wrap
26886,25046,431,2,Wrap
25,33703,152,3,Fries
43505,48432,300,3,Sushi
23535,37353,411,2,Salad
278,49654,353,2,Pizza
26669,39604,488,2,Sushi
28721,45908,112,1,Burger
35890,7824,379,2,Salad
35099,48505,271,4,Pizza
28947,17869,150,3,Fries
15372,9660,495,1,Fries
31319,24842,431,4,Burger
194,24397,276,4,Fries
9175,12849,316,4,Fries
35525,5381,228,4,Pizza
43810,7031,334,4,Pizza
2786,25306,453,1,Fries
32296,46490,177,2,Wrap
28232,37655,484,1,Salad
10488,6714,469,3,Salad
692,18108,138,2,Pizza
48141,44181,259,2,Pizza
48535,7970,383,3,Sushi
45921,12106,147,1,Wrap
13339,21778,384,1,Wrap
9443,27593,376,3,Fries
26984,35373,167,3,Sushi
5478,42340,185,2,Sushi
41163,49572,305,4,Salad
24555,47319,355,2,Wrap
43091,28155,100,3,Salad
30624,16112,152,4,Sushi
5641,25224,358,4,Pizza
27736,41745,415,4,Burger
4415,10535,211,1,Wrap
8110,13430,183,2,Burger
31851,10149,251,2,Fries
636,46240,392,3,Salad
4356,16676,349,4,Fries
6327,3500,312,3,Pizza
36149,35905,325,3,Wrap
7953,23610,228,3,Salad
3494,36627,159,4,Burger
13166,43092,218,4,Sushi
1059,12454,433,4,Burger
3543,26809,416,3,Fries
12057,37515,292,4,Burger
34222,3533,297,3,Pizza
34543,38833,343,2,Pizza
6689,31565,447,1,Fries
16904,5570,417,1,Sushi
31807,31230,110,1,Salad
35670,32289,454,2,Pizza
22073,38866,107,2,Wrap
43032,4997,113,2,Pizza
15156,29661,332,2,Sushi
38825,47759,142,4,Salad
20087,14803,137,4,Fries
5838,31138,103,3,Sushi
23784,3665,473,1,Burger
29101,44278,411,1,Sushi
30224,26903,158,4,Pizza
48530,48312,391,2,Pizza
4613,37515,271,4,Pizza
16320,29948,371,1,Sushi
3538,13258,475,3,Sushi
31609,48515,155,4,Fries
24061,19007,419,4,Fries
33078,15748,114,3,Salad
13830,5678,398,4,Burger
37124,21141,423,1,Salad
21658,2088,362,4,Wrap
49939,45372,260,1,Wrap
38166,21161,342,3,Burger
3188,25636,412,3,Pizza
6220,45305,381,1,Pizza
38259,38649,359,4,Salad
16432,44174,401,2,Fries
17654,25215,157,4,Wrap
5591,3473,169,2,Sushi
9667,39951,317,4,Fries
19673,45103,172,4,Salad
41342,24870,218,1,Sushi
22823,18139,125,2,Sushi
19165,10171,492,3,Fries
37756,45047,261,2,Wrap
28082,4566,124,1,Pizza
39271,48858,383,4,Sushi
29692,40592,295,4,Wrap
13506,7743,446,3,Burger
47341,10412,259,1,Fries
9191,46512,325,2,Pizza
35268,32292,238,1,Burger
38004,12696,229,4,Fries
32699,6746,120,1,Burger
14215,31920,160,3,Sushi
43661,10071,426,1,Fries
4474,33196,186,3,Wrap
6391,45063,190,1,Sushi
1197,21192,144,4,Burger
45063,24885,148,4,Wrap
31092,14633,319,2,Sushi
28055,25892,259,4,Wrap
19947,44488,323,3,Sushi
47915,45193,217,3,Sushi
27866,27972,188,4,Sushi
37658,13883,339,1,Salad
25430,1770,294,1,Fries
14211,19991,116,1,Fries
34743,38464,478,2,Burger
4275,5427,407,1,Salad
32325,9049,132,4,Fries
27441,23433,264,4,Pizza
6802,26348,167,1,Sushi
39165,1080,128,3,Fries
30408,24622,492,2,Fries
28320,34459,307,3,Pizza
11947,26420,193,3,Salad
38669,6500,455,3,Pizza
3430,39618,121,4,Burger
8855,47496,364,1,Burger
29822,46541,235,4,Wrap
29137,7755,345,1,Salad
38455,39093,489,1,Sushi
16967,41271,188,2,Pizza
47551,16501,119,4,Fries
4976,33936,131,2,Salad
37856,40257,316,2,Salad
46310,42501,461,3,Wrap
47819,47021,178,1,Wrap
38154,37185,234,4,Fries
599,48023,403,4,Sushi
49097,26701,374,2,Fries
46776,16330,267,3,Salad
47280,30015,490,2,Burger
3535,12438,129,3,Sushi
12594,2036,222,1,Salad
48603,17684,264,2,Salad
41749,47882,409,1,Pizza
18996,1381,372,2,Pizza
34542,45160,427,4,Fries
30956,21033,140,3,Pizza
3016,4405,464,3,Fries
17835,30558,304,1,Salad
1396,10100,403,2,Wrap
851,40791,376,2,Fries
1789,9091,352,3,Pizza
46418,25414,145,1,Wrap
16934,26394,247,4,Salad
10567,8437,158,2,Pizza
47856,25360,239,2,Fries
34130,25382,307,1,Wrap
21620,22438,355,3,Wrap
11657,3561,477,4,Pizza
22016,5385,430,2,Wrap
10745,6438,195,2,Burger
49507,32515,231,3,Wrap
40109,27927,218,2,Pizza
13507,3015,457,3,Pizza
18651,33781,252,1,Fries
17680,37003,492,2,Salad
25011,36185,226,2,Fries
6526,12666,127,4,Sushi
31740,31569,433,3,Fries
32407,20572,141,3,Pizza
11573,43680,319,1,Pizza
34744,44700,307,1,Sushi
13105,9887,122,1,Salad
27754,47628,230,2,Fries
31332,48304,345,2,Sushi
7043,41312,281,2,Pizza
5602,40078,294,3,Salad
15820,25876,152,2,Sushi
49727,2065,390,2,Sushi
14728,8270,433,2,Sushi
28694,4058,427,2,Wrap
40294,2692,138,3,Fries
11660,18617,461,4,Wrap
22859,43815,101,2,Sushi
20529,11127,224,2,Burger
49710,27577,427,3,Burger
19465,37828,396,4,Fries
33669,42157,180,4,Fries
1731,13982,464,4,Burger
5452,28023,237,3,Wrap
32859,26332,155,2,Salad
12123,45950,252,2,Pizza
44931,17279,238,1,Sushi
5325,32432,169,1,Salad
49992,42615,375,2,Sushi
18600,27426,364,3,Burger
5314,3645,106,2,Salad
36462,12542,234,2,Burger
867,28232,175,3,Fries
10455,35745,218,1,Fries
787,41244,133,4,Salad
9710,26199,409,4,Salad
34317,40029,158,1,Pizza
206,2098,448,1,Salad
20174,15909,379,3,Fries
12469,39596,413,2,Pizza
9434,15876,456,3,Wrap
47688,46474,457,3,Salad
24016,42696,447,4,Fries
36183,47455,116,3,Burger
15151,38100,327,2,Wrap
1914,42337,147,3,Fries
24495,30136,140,3,Pizza
22058,39817,131,3,Sushi
4396,18493,114,1,Burger
8749,32865,355,4,Pizza
43888,5102,202,4,Wrap
14358,19476,395,2,Burger
8916,48888,405,2,Burger
41170,3983,246,2,Burger
23417,6873,366,4,Pizza
1928,21409,128,1,Wrap
44373,18789,390,3,Salad
34788,6717,263,2,Sushi
32378,15412,326,4,Wrap
35763,9821,427,2,Salad
20022,15231,309,1,Wrap
33218,8406,269,2,Fries
31587,29652,412,3,Fries
37762,17818,476,2,Pizza
17562,26616,373,2,Salad
44656,11966,268,1,Sushi
21518,13235,374,2,Fries
47713,19001,318,3,Wrap
18925,32463,276,3,Sushi
22585,38730,202,2,Sushi
26088,20935,388,2,Sushi
14670,34196,334,3,Fries
47445,46896,496,2,Pizza
33111,25921,142,1,Wrap
26973,44249,260,2,Salad
20028,44694,324,4,Sushi
40331,21329,329,4,Fries
31546,12553,433,3,Wrap
41296,17859,279,4,Wrap
7453,34876,267,1,Fries
33626,36365,349,1,Pizza
653,21586,151,4,Wrap
16214,34781,244,2,Sushi
4957,40080,325,2,Burger
2792,9948,233,1,Pizza
41393,25516,264,1,Sushi
25666,2439,319,3,Wrap
46084,21622,430,3,Fries
47934,25955,214,1,Pizza
2000,47156,308,1,Salad
42374,29277,463,2,Burger
23026,33552,292,3,Pizza
34980,2725,231,3,Pizza
27703,24313,442,2,Pizza
33737,19370,134,4,Burger
31602,44143,427,4,Burger
36506,35509,436,2,Burger
48748,10572,164,2,Burger
23840,13479,271,1,Fries
4619,40895,415,4,Sushi
2814,20276,468,3,Pizza
34215,10605,292,3,Sushi
29962,34198,281,1,Sushi
44612,2969,344,4,Sushi
12307,20219,419,4,Burger
23835,40360,271,3,Burger
21818,12220,126,4,Salad
35380,13540,477,3,Pizza
27594,47532,482,2,Sushi
29916,37996,132,4,Burger
13532,41572,106,4,Burger
3721,27498,125,2,Wrap
11449,35727,404,2,Fries
17433,7750,176,3,Sushi
28843,36085,486,4,Salad
6883,34337,484,4,Sushi
24000,6718,279,2,Fries
17568,7385,279,3,Salad
20247,11721,215,2,Sushi
10799,31234,365,3,Pizza
24516,42292,448,1,Sushi
3869,41194,124,2,Salad
48242,47867,207,2,Fries
27485,23282,191,1,Pizza
20590,27209,247,1,Sushi
33773,13106,405,3,Burger
17475,1841,355,1,Pizza
32080,42116,460,2,Wrap
20722,32984,322,3,Burger
25741,34391,382,4,Pizza
14162,10158,195,4,Salad
49010,8486,192,2,Salad
4997,14503,399,2,Wrap
31646,13015,144,3,Pizza
14567,43321,450,4,Pizza
34398,41206,498,2,Sushi
432,14002,482,1,Pizza
27609,4349,322,4,Salad
41910,17212,112,3,Sushi
17303,1568,253,4,Fries
114,2682,342,1,Wrap
5336,7197,292,3,Pizza
27000,33219,433,1,Wrap
26205,7853,386,1,Salad
35064,8083,261,1,Burger
42625,38914,399,1,Burger
38051,20588,162,2,Burger
13353,5207,219,3,Salad
23204,5782,216,4,Fries
38822,26056,358,4,Fries
21248,8440,396,4,Wrap
31059,37905,165,3,Burger
3539,47446,122,3,Fries
12158,6945,385,2,Fries
17931,14651,464,1,Sushi
3861,8160,146,2,Salad
18925,34512,366,3,Wrap
35926,19220,395,4,Salad
20337,45540,181,1,Pizza
34778,10194,121,2,Salad
21293,42691,415,4,Salad
7595,13163,459,2,Wrap
311,42252,132,2,Sushi
12324,37536,334,1,Salad
39815,3599,473,4,Wrap
41225,22698,381,2,Pizza
43253,14571,451,1,Wrap
12880,29586,169,3,Pizza
20735,23187,318,1,Burger
37967,45315,194,1,Salad
5015,19891,162,3,Sushi
43677,17030,100,3,Pizza
3138,13317,243,3,Salad
38831,29432,431,2,Fries
35904,4595,327,1,Sushi
1405,21823,148,4,Sushi
25959,30000,374,3,Pizza
34637,23632,326,3,Pizza
20361,36229,223,3,Burger
39133,35375,433,4,Sushi
22457,16131,232,2,Fries
9932,18434,116,1,Salad
35510,6064,313,4,Wrap
4415,49937,201,4,Burger
36576,22916,272,2,Salad
49717,17799,256,2,Sushi
9033,27761,250,4,Sushi
12541,26140,140,3,Pizza
25462,44204,399,3,Fries
8718,16245,184,1,Salad
39434,13023,349,3,Fries
38018,45662,160,2,Wrap
18169,39949,190,2,Sushi
24945,37634,279,1,Wrap
40641,46329,358,2,Wrap
18894,45161,120,4,Sushi
9040,25626,229,1,Fries
31546,48707,379,1,Burger
13718,7851,178,4,Fries
7865,17304,440,1,Wrap
45286,39486,148,2,Wrap
48856,1651,377,4,Wrap
32796,29475,424,3,Wrap
8864,16203,410,2,Pizza
15518,49064,423,3,Fries
10363,20438,112,3,Salad
9558,43939,321,1,Salad
43375,33691,216,3,Pizza
45097,5751,145,2,Fries
20251,31814,459,2,Wrap
25634,28408,470,3,Sushi
5905,25492,123,4,Wrap
5290,26297,158,4,Sushi
4451,38967,350,1,Wrap
16344,23971,308,1,Salad
2081,4566,340,4,Wrap
14708,49018,145,1,Wrap
21908,6819,208,1,Fries
31671,5798,356,4,Burger
28465,10600,451,1,Burger
11602,6677,452,2,Salad
47966,44177,292,4,Salad
46521,27682,370,3,Sushi
16318,6204,387,3,Wrap
16982,6572,309,3,Burger
40315,28192,215,2,Salad
3672,5420,288,1,Burger
24896,47901,107,4,Wrap
20061,43254,379,2,Fries
42971,29273,341,2,Sushi
2523,48736,199,2,Burger
34795,49045,338,3,Burger
1244,46186,312,2,Sushi
31416,26675,226,1,Fries
37894,46398,431,4,Fries
3812,48422,182,3,Sushi
42208,39556,419,3,Burger
31944,39003,164,4,Burger
6016,34254,273,1,Pizza
39084,48496,324,4,Salad
35746,11660,103,2,Wrap
44076,12572,358,3,Burger
39233,33643,193,4,Pizza
44062,17845,340,4,Sushi
14259,30804,395,3,Burger
32841,7355,291,4,Fries
24020,39469,145,4,Salad
21951,3441,239,2,Sushi
7786,42246,260,4,Wrap
49817,7714,258,1,Fries
40948,4646,417,4,Burger
29077,13277,495,3,Salad
23181,33883,347,3,Wrap
42743,39507,400,2,Salad
11301,29800,436,1,Burger
12639,17721,309,4,Burger
17955,31342,458,3,Burger
9169,49505,476,2,Wrap
21908,6555,472,3,Burger
46937,8444,103,1,Pizza
2991,19934,367,2,Salad
3527,43223,249,2,Pizza
29683,38162,240,1,Wrap
24368,19577,437,2,Salad
4981,43761,266,1,Fries
35785,45703,101,1,Sushi
28480,19146,257,3,Sushi
10215,14044,162,3,Salad
43465,22780,222,1,Pizza
27140,27677,126,2,Fries
14634,36000,128,3,Sushi
24163,47204,221,2,Fries
13679,12972,460,1,Wrap
36696,25161,389,2,Sushi
23529,20269,309,4,Wrap
51,1184,171,1,Fries
19605,42962,447,2,Wrap
10589,35834,273,1,Pizza
29884,42244,150,3,Burger
10751,34595,373,4,Sushi
32673,26593,221,2,Sushi
47392,24829,407,1,Salad
931,39224,149,1,Wrap
34441,17620,212,3,Burger
6558,13860,439,2,Pizza
3476,21957,303,1,Fries
22621,13298,225,3,Burger
20409,41362,387,1,Fries
35249,46160,124,3,Salad
42201,21069,313,2,Salad
34825,13805,454,2,Salad
40632,11539,341,4,Fries
25871,29190,375,4,Wrap
24142,46604,499,1,Salad
42938,47048,389,2,Salad
25663,36321,392,2,Fries
10361,35498,233,3,Wrap
20105,48876,474,2,Salad
48634,17406,424,3,Burger
26573,8976,476,3,Pizza
5449,43645,162,4,Sushi
14248,17411,145,3,Fries
49632,4688,118,1,Sushi
30800,9596,412,2,Fries
39785,13849,373,3,Salad
21783,11367,215,2,Pizza
278,31594,306,1,Burger
10442,26136,101,4,Salad
30668,24987,409,3,Sushi
17049,22081,221,4,Burger
46691,28189,387,2,Salad
13500,41407,314,3,Salad
46964,19607,144,3,Fries
15211,2558,222,4,Sushi
40888,33181,130,2,Fries
47373,48432,451,4,Salad
22106,5628,445,2,Pizza
49097,23542,297,4,Fries
7254,19140,278,1,Wrap
3858,48053,219,2,Fries
29601,43618,443,1,Fries
40595,5329,214,2,Salad
38825,29445,101,1,Salad
12530,36909,466,1,Sushi
2764,46408,442,4,Fries
27762,48501,325,4,Wrap
24457,9436,269,1,Burger
42400,37684,176,3,Burger
44772,44173,358,1,Burger
14662,44907,338,3,Pizza
7338,32310,171,2,Fries
33472,10773,496,1,Fries
9616,45603,270,1,Burger
24215,1752,239,2,Salad
25266,26460,494,1,Fries
4170,33876,486,4,Salad
45931,16607,122,2,Fries
28643,11544,327,1,Sushi
15283,49824,477,3,Fries
33893,20892,390,1,Fries
37004,31130,356,1,Wrap
5957,10655,421,1,Pizza
49382,19875,199,4,Salad
5777,1162,326,1,Pizza
39276,4147,156,1,Sushi
3640,21510,127,2,Pizza
20100,2028,108,4,Wrap
47146,24143,399,2,Pizza
14822,23957,353,1,Fries
31370,30037,439,2,Wrap
1997,2708,364,3,Pizza
29998,20981,362,3,Sushi
44767,38416,472,3,Wrap
22904,28695,462,3,Wrap
2895,26414,320,4,Salad
9397,10053,418,2,Fries
44342,41915,330,4,Salad
1651,4330,397,4,Wrap
15695,6443,384,1,Fries
3254,16972,364,1,Wrap
925,13214,301,4,Fries
10850,8484,393,4,Burger
12584,26208,315,2,Wrap
839,8998,393,4,Pizza
29918,17128,138,2,Sushi
30655,40482,184,1,Fries
7198,27243,392,2,Pizza
14853,17423,410,2,Salad
19227,2137,363,1,Pizza
33272,36529,293,1,Salad
4044,43956,235,3,Salad
22350,1923,214,4,Fries
48559,28271,152,1,Wrap
36116,26056,119,2,Salad
9651,42986,411,4,Pizza
293,48047,323,1,Wrap
3243,39635,415,1,Pizza
10182,6496,115,2,Pizza
24464,17127,121,3,Sushi
7979,44378,198,2,Pizza
29044,31623,365,4,Pizza
36497,15621,431,2,Burger
18660,48569,352,1,Salad
9378,18089,491,3,Sushi
37720,30223,230,2,Burger
16636,27203,347,2,Sushi
24306,36063,454,3,Burger
24162,28877,301,1,Salad
48334,28722,453,1,Salad
25919,37703,478,2,Burger
15093,24755,281,3,Sushi
3429,12721,290,1,Salad
7918,37375,114,1,Pizza
11340,47237,344,4,Pizza
29466,6033,263,4,Fries
35363,24835,362,2,Fries
42656,10051,481,3,Wrap
34593,29192,383,1,Pizza
38185,13281,267,2,Fries
6248,18524,438,4,Burger
34791,40055,376,4,Burger
11785,4669,357,3,Salad
44496,16266,381,4,Salad
4220,44561,440,3,Fries
17813,10276,160,1,Sushi
2385,41702,482,3,Sushi
29114,49308,167,2,Sushi
20655,34694,414,2,Sushi
37115,48463,282,4,Burger
41482,33789,161,1,Pizza
39810,28938,108,3,Fries
2140,29364,336,2,Pizza
38796,12431,336,2,Pizza
4937,39569,199,1,Pizza
21225,12089,358,1,Wrap
33110,44576,434,2,Sushi
34125,47912,499,3,Burger
25534,37829,289,1,Wrap
42497,44649,134,1,Fries
34484,27316,468,2,Salad
5067,9196,257,4,Burger
24846,28783,490,3,Sushi
23081,22080,136,1,Wrap
17963,31486,330,2,Pizza
9691,36562,382,1,Fries
36511,12501,406,2,Sushi
38587,23521,444,3,Fries
8279,1086,140,4,Burger
37209,1878,111,3,Sushi
48908,33420,331,2,Sushi
17310,36262,406,3,Wrap
14886,26104,186,1,Fries
44094,1850,309,4,Pizza
5039,4366,322,2,Wrap
30575,38180,403,2,Burger
33211,37250,273,4,Wrap
27358,12605,372,4,Wrap
32951,44950,154,4,Pizza
48405,12272,448,1,Pizza
37982,24576,278,4,Sushi
27802,13468,476,1,Pizza
47191,42469,231,4,Sushi
29745,31313,177,2,Pizza
23744,49117,435,3,Fries
35215,30492,390,4,Burger
47489,36289,233,2,Fries
33918,33269,145,3,Wrap
9472,10514,394,4,Fries
10222,46613,264,3,Sushi
32684,9244,271,2,Salad
44270,43365,239,4,Pizza
41370,34817,468,2,Wrap
13018,4178,108,2,Fries
664,25608,188,3,Wrap
20895,16758,349,4,Wrap
39382,12541,327,3,Fries
29430,5285,451,3,Wrap
843,49376,409,4,Pizza
42504,26731,483,4,Wrap
10808,30660,390,1,Salad
32944,32616,428,1,Pizza
16854,6058,445,3,Pizza
49334,30046,191,3,Pizza
9201,41049,329,4,Wrap
28181,24286,168,4,Salad
35078,49344,139,4,Pizza
5182,44399,473,4,Burger
45498,37298,477,4,Sushi
11597,45017,317,1,Burger
27405,49355,440,2,Sushi
18372,41732,453,3,Burger
18446,12726,367,4,Wrap
49123,11768,175,2,Sushi
32991,19959,233,1,Salad
36301,36008,214,2,Salad
2405,18614,387,1,Burger
49472,26434,478,1,Fries
23166,18774,405,2,Pizza
35057,20022,149,4,Burger
4094,29582,234,3,Pizza
3295,12704,178,4,Salad
13165,43769,422,4,Wrap
31695,15737,137,2,Salad
23085,31210,322,1,Fries
37824,41777,294,3,Wrap
5966,32491,431,1,Salad
11693,11802,142,4,Salad
49177,37361,437,4,Pizza
26276,1760,134,1,Pizza
42536,36796,228,4,Wrap
17257,12717,471,2,Burger
6767,21422,222,1,Pizza
27532,48852,267,2,Fries
48957,19717,177,3,Salad
2899,7121,273,3,Fries
13275,9333,428,1,Sushi
27952,19920,148,3,Wrap
3832,33866,110,1,Salad
47826,10301,178,3,Sushi
15510,42859,424,3,Burger
22692,31519,234,2,Fries
26256,4310,466,3,Salad
19359,35674,120,3,Wrap
29649,18184,475,4,Wrap
48114,29095,127,1,Wrap
8764,34410,162,2,Wrap
32892,25317,417,3,Pizza
15468,18528,228,3,Wrap
29787,20365,169,1,Pizza
5048,27777,139,1,Wrap
47840,42293,193,2,Sushi
36774,11723,309,2,Wrap
44092,4501,310,1,Sushi
17980,30148,210,4,Wrap
1303,19234,315,2,Fries
36251,18676,202,2,Fries
34631,41100,170,2,Wrap
4333,19032,496,2,Burger
34675,25376,159,2,Salad
26608,5936,394,1,Wrap
3610,17571,270,4,Fries
17122,7624,420,1,Sushi
19295,15721,184,2,Sushi
17774,42138,215,4,Sushi
42857,6348,233,1,Sushi
27179,36531,208,3,Sushi
45733,8282,215,3,Sushi
24186,41128,421,4,Sushi
4704,1826,354,2,Sushi
