feedback_id,customer_id,rating,comments,submitted_at
19919,1876,3,Poor,2020-05-29
4308,6994,3,Poor,2022-02-23
19910,4034,4,Poor,2020-05-20
13418,5444,2,Poor,2020-12-23
319,990,4,Average,2020-06-03
8919,3745,1,Average,2024-07-01
16319,8612,4,Average,2024-04-12
3026,594,2,Bad,2021-02-04
8039,1775,5,Average,2022-02-26
170,936,4,Great,2020-11-01
17171,3809,4,Average,2022-04-10
2085,332,5,Poor,2021-04-27
5330,7923,,Bad,2023-03-21
19662,2703,3,Average,2021-01-17
14479,5890,4,Great,2023-08-05
6955,5055,4,Great,2022-06-28
6109,3869,5,Average,2021-01-21
15031,4201,2,Excellent,2024-03-01
19067,202,4,Excellent,2020-02-27
16744,2498,4,,2023-08-02
2252,1843,3,,2020-09-18
477,9102,5,Average,2022-05-10
14031,4659,4,Poor,2021-04-01
5191,7545,5,Excellent,2021-03-18
7907,7719,3,Poor,2023-12-18
1997,771,4,Average,2022-09-03
2695,3156,4,Poor,2022-08-23
8856,1629,1,Excellent,2024-07-30
18994,387,3,Average,2024-04-01
12239,6032,5,Excellent,2021-06-17
4352,6440,4,Bad,2022-08-28
3709,6402,5,Bad,2021-06-04
15645,4009,4,Bad,2024-07-08
6918,2467,4,Excellent,2023-04-06
7608,2283,2,Great,2020-02-17
4135,1857,5,Average,2021-10-04
1180,7981,5,Bad,2020-09-24
12337,1999,4,Poor,2022-07-03
14616,5477,2,Poor,2023-10-31
3289,9429,4,Bad,2020-08-26
12375,4670,3,Bad,2021-03-31
1195,9343,5,Great,2022-05-09
19046,4319,4,Average,2023-10-24
5165,7065,4,Poor,2024-05-07
10466,7447,4,Poor,2021-07-29
3791,1432,5,Excellent,2022-12-17
9059,5625,5,Poor,2021-04-13
7309,7462,4,Excellent,2020-02-07
8077,1820,4,Excellent,2020-03-11
9034,1131,4,,2020-03-02
18692,6564,5,,2020-01-09
9729,2659,5,Excellent,2023-06-12
2869,3501,5,Excellent,2024-08-02
2375,8567,,Poor,2023-05-31
9231,2121,4,Excellent,2023-09-10
13025,4021,5,Excellent,2023-04-12
6419,3260,4,Poor,2023-05-22
728,1824,2,Poor,2024-12-16
9609,1475,4,Great,2022-03-12
19748,2243,2,Poor,2024-10-07
17142,3244,4,Poor,2023-01-03
13996,6991,2,Excellent,2023-04-30
1976,5161,1,Average,2022-05-24
15204,3135,3,Great,2023-04-28
7822,2071,2,Excellent,2020-01-14
14964,360,5,Poor,2024-10-03
8068,1142,1,,2024-03-04
2578,1636,4,Excellent,2023-12-09
16720,4001,5,Great,2021-07-04
13856,3362,4,Average,2024-05-12
11553,6584,3,Poor,2022-03-25
13509,7836,5,Great,2024-10-18
4891,7,1,Bad,2024-12-23
16324,3268,4,Great,2024-05-30
13354,6565,1,Bad,2023-05-11
364,9784,3,Excellent,2024-09-02
11301,4929,3,,2023-09-28
9003,2607,4,Average,2023-07-21
11833,5907,,Excellent,2022-07-06
13340,3274,3,Bad,2024-01-02
11817,7612,4,Great,2022-02-21
8282,914,2,Great,2024-06-19
17199,2012,5,Great,2023-04-13
3502,1443,3,Bad,2021-08-16
14576,5547,1,Great,2024-09-05
4010,1830,4,Average,2022-03-06
17970,8768,2,Bad,2024-02-18
10492,6469,4,Excellent,2020-05-27
6321,930,4,Excellent,2021-03-16
3972,3700,3,Poor,2023-10-12
4062,9656,2,Bad,2022-07-24
19960,1055,4,Bad,2021-11-08
12106,5745,2,Poor,2022-09-13
15307,1901,4,Bad,2023-08-22
12493,9650,1,Poor,2024-01-16
16469,6981,3,,2021-10-09
10519,7070,2,Excellent,2021-10-20
12626,9592,5,Average,2020-04-04
2470,3416,4,Average,2022-07-30
13947,443,4,Poor,2024-09-04
9342,6219,5,Poor,2021-03-04
9875,4653,5,Great,2020-10-13
4246,7940,4,Poor,2021-10-07
1707,7834,3,Great,2023-11-26
4973,9371,2,Excellent,2023-02-14
14906,7598,4,Poor,2022-07-23
78,4459,4,,2023-11-14
13687,6592,3,Bad,2021-10-18
19686,9450,2,Great,2022-02-08
19618,2310,4,Poor,2024-11-03
10915,6269,4,,2020-02-13
12016,911,3,Excellent,2024-12-04
2114,4341,5,,2023-10-04
6725,4010,3,Great,2020-07-24
15275,6629,1,Great,2024-07-28
18973,2170,4,Average,2023-09-22
5035,2173,4,Average,2021-06-18
2242,5669,3,Poor,2020-06-08
15215,6314,2,Excellent,2022-06-06
1553,8316,1,Average,2022-06-14
11440,8037,5,Average,2023-02-27
1694,6790,4,Average,2021-07-23
4755,786,4,Bad,2022-01-13
13311,6140,5,,2020-06-16
7843,6345,5,Great,2023-10-01
638,2417,4,Poor,2021-02-05
17208,8989,2,,2021-09-01
955,4155,5,Excellent,2020-07-28
17365,5620,4,Bad,2024-01-08
6839,1937,3,Poor,2023-05-04
2890,3808,4,Bad,2022-07-21
5537,7152,3,Poor,2023-11-29
4899,9494,4,Bad,2021-07-19
11351,3237,3,,2024-07-04
9349,2353,4,Average,2024-03-12
15744,1933,3,,2021-10-17
18041,8557,5,Bad,2022-09-23
7292,4917,4,Average,2022-11-26
1136,5499,3,Poor,2022-12-13
11815,947,3,,2023-11-26
17345,9570,5,Poor,2020-07-21
17612,1440,5,Great,2022-05-07
2172,7731,,,2021-01-10
15876,4858,3,Poor,2020-08-22
16894,341,3,Poor,2021-05-30
18197,383,5,Poor,2023-03-19
16533,9749,5,Excellent,2024-08-26
13735,8492,5,Poor,2020-08-09
16677,139,,Bad,2021-03-12
2116,359,2,,2021-01-10
5179,4932,5,Poor,2020-08-17
2094,9715,2,Poor,2023-09-15
10293,3457,4,Great,2024-05-04
19599,1628,4,,2020-01-10
7694,9496,4,Great,2021-08-20
10271,6627,4,Average,2022-05-26
6599,5005,2,Poor,2023-12-17
16235,9327,3,,2024-03-21
16475,6653,4,Excellent,2024-12-13
9560,6417,3,Excellent,2020-07-16
3673,3171,2,Excellent,2020-04-13
19661,3836,2,Average,2020-03-09
3078,8018,3,Average,2024-01-21
5504,2152,4,Great,2022-07-18
3020,9430,5,,2024-10-27
17024,6906,5,Great,2020-10-29
14650,2835,,,2021-11-05
6672,9191,2,Excellent,2023-04-09
10246,2568,,Average,2022-03-26
255,1308,2,Average,2022-09-04
2000,8849,3,Excellent,2022-05-04
10132,2661,5,Excellent,2023-07-26
18749,3731,2,Great,2024-05-25
6017,6208,3,Great,2022-06-21
2777,3163,1,Great,2020-04-07
15681,1141,4,Average,2021-01-05
17561,8459,,Poor,2024-07-19
12816,1709,2,Great,2020-12-03
3851,3631,4,,2021-05-26
18190,3212,4,Average,2022-09-13
2107,6539,4,Poor,2020-11-23
12035,9703,5,Excellent,2022-03-17
15806,476,4,Great,2020-01-05
11969,7685,5,Great,2020-12-09
9045,9169,5,Average,2024-11-05
4193,1208,4,Great,2022-02-02
12416,1961,5,Average,2024-03-20
6046,558,4,Poor,2020-11-03
19385,883,3,Average,2021-10-12
15184,4762,4,Bad,2024-10-30
14418,5868,1,Great,2023-03-07
10755,6964,4,Average,2023-11-26
14814,7167,4,Bad,2021-08-03
11344,7930,1,Excellent,2020-06-01
14978,5348,4,Bad,2023-05-10
869,7270,4,Excellent,2021-04-07
10311,9803,1,Bad,2024-12-13
7596,8126,4,Great,2024-08-24
9087,2455,3,Bad,2021-06-07
12919,4495,4,Bad,2020-10-17
3740,1947,3,Great,2021-05-03
10107,2809,4,,2023-03-21
6824,6643,3,Average,2022-06-09
10667,3826,3,,2021-12-10
2689,3537,5,Poor,2023-12-14
8077,6069,4,Bad,2023-06-18
2255,3803,4,Bad,2020-01-08
8912,4700,5,,2022-01-01
15697,1971,1,Average,2023-12-25
1684,5807,,Great,2020-09-13
14602,6143,3,Excellent,2023-10-21
14436,2820,3,Poor,2022-03-28
17246,9095,3,,2023-03-17
18042,365,2,Average,2023-11-30
5121,4259,4,Poor,2022-12-04
15114,3120,4,Excellent,2024-06-12
14325,1864,5,Average,2022-09-16
18803,116,5,Bad,2023-10-31
12308,7085,4,Poor,2024-09-13
7302,8017,,Great,2022-12-30
12761,2385,1,Great,2023-06-25
7410,3936,5,,2023-05-05
15893,7743,3,Great,2024-03-20
12677,5443,,Great,2022-05-25
10976,2491,5,Poor,2023-04-30
14117,6981,2,Average,2024-06-05
3701,9135,5,Excellent,2022-01-23
17188,7662,4,Excellent,2023-12-02
8215,1725,4,Great,2023-11-19
32,8183,4,Bad,2024-09-20
14649,2768,3,Excellent,2022-05-26
19112,1138,1,Great,2023-08-15
3165,4118,5,Great,2020-01-22
5495,3421,4,Great,2020-12-10
15354,5846,1,Excellent,2024-01-01
8475,4779,2,Poor,2021-04-27
16141,3907,2,Poor,2020-01-16
255,3638,,Poor,2024-10-26
15544,2954,4,Excellent,2021-10-24
16534,5930,1,Average,2021-10-19
6157,277,4,Bad,2023-10-15
17936,2000,2,Average,2021-03-30
5799,1228,3,,2023-05-09
5633,6338,5,Average,2021-11-11
10895,3736,4,,2024-06-22
6838,696,4,Bad,2020-01-29
16206,9502,4,Bad,2021-10-04
3655,4153,4,,2022-06-15
15663,7902,1,Bad,2021-12-10
8532,7471,5,Great,2020-05-07
4568,7538,3,,2020-06-30
18501,2842,2,Poor,2020-04-21
19485,4209,5,Bad,2021-10-24
12655,8734,5,Poor,2022-04-21
14111,1089,5,Excellent,2022-10-31
1756,3364,,Excellent,2024-01-30
59,25,4,Poor,2020-10-31
9274,9765,5,Great,2024-09-22
5631,6145,5,Excellent,2020-02-17
688,5669,2,Great,2020-12-21
1979,4237,5,Excellent,2023-08-06
2579,9960,4,Bad,2024-12-27
11768,8069,5,Great,2022-09-24
11047,2236,,Average,2021-04-25
3778,7296,4,Poor,2022-08-24
15410,8393,2,Great,2022-04-10
11493,8449,1,Excellent,2022-05-22
4499,3748,,,2024-06-21
8051,3176,5,Great,2023-07-14
1620,4898,1,,2024-07-02
5122,5038,1,Poor,2023-11-21
6997,7428,1,Excellent,2020-03-15
17828,8606,3,Average,2021-02-14
4030,2015,1,Average,2021-09-30
12104,1382,5,Great,2021-12-21
3257,1099,2,Poor,2023-02-28
15087,3427,5,Average,2024-12-18
15123,3656,5,Excellent,2021-01-06
8394,7939,1,Average,2023-11-15
17689,9102,2,,2022-04-25
5001,188,1,Average,2021-07-30
4588,5410,1,Excellent,2020-06-20
4672,2093,5,Average,2020-04-23
584,2131,4,,2020-12-13
19021,5243,2,Poor,2022-11-21
10431,8550,4,Excellent,2021-08-30
10002,5648,1,,2020-09-18
5888,5186,3,Bad,2020-05-27
10826,5777,3,Poor,2021-11-26
17633,7914,4,Great,2023-03-09
7263,7548,4,Average,2023-10-09
14898,7824,5,,2023-01-05
500,7356,4,,2021-09-04
561,6466,5,,2021-03-05
12409,1498,5,Bad,2020-06-26
13218,2556,2,Bad,2022-07-31
5961,5410,2,,2022-06-22
131,2952,5,,2020-09-27
19223,1239,5,Poor,2020-08-21
9131,9166,3,Great,2020-04-14
4988,4728,,Great,2020-11-26
15985,3966,2,,2021-10-05
14436,5687,3,Average,2023-12-30
17839,9243,2,Excellent,2024-10-10
19465,3702,5,Poor,2023-02-03
11414,2781,2,Average,2020-02-23
8012,7399,2,Excellent,2021-01-02
3010,1589,5,Great,2023-07-03
2494,2369,3,,2022-06-17
2493,5790,4,Bad,2022-06-27
18917,437,2,Excellent,2024-04-11
14665,2829,5,Average,2022-05-10
10439,1557,1,Poor,2023-12-06
3114,7571,4,Great,2022-01-30
8264,7481,3,Great,2022-08-08
6976,9497,2,,2020-02-08
5126,183,4,Bad,2021-07-12
2054,7191,,Excellent,2020-04-18
6504,6688,3,Excellent,2022-01-29
13182,5566,5,Great,2021-06-09
17432,7242,2,Poor,2022-05-09
15640,7652,4,Bad,2023-03-07
11242,5576,1,Bad,2021-02-16
11688,1590,4,,2024-10-15
7465,9780,4,,2020-10-03
2590,8852,2,Excellent,2021-06-22
4389,160,2,Excellent,2020-02-15
16062,6556,5,,2022-08-29
19659,9204,5,Poor,2020-03-25
14538,8245,4,Poor,2021-12-27
8069,6847,3,Bad,2024-01-12
2956,2308,3,Poor,2020-10-17
14600,1229,5,Bad,2024-07-29
6430,7227,1,Excellent,2020-05-18
13287,5591,4,Great,2022-07-16
14107,6920,4,,2020-11-22
3856,5586,5,Poor,2022-02-14
5544,9228,1,Poor,2023-08-24
2965,6047,4,Bad,2024-10-01
17443,4946,1,Poor,2022-02-24
18900,7928,5,Excellent,2021-01-03
10638,7017,4,,2023-11-21
5775,7759,3,Great,2023-09-26
5926,5087,5,Poor,2024-11-06
1717,9457,3,Excellent,2021-08-15
18742,7162,,Excellent,2021-06-23
7784,1885,2,Excellent,2024-08-31
14834,1810,4,Great,2020-08-24
13823,3168,1,Poor,2022-08-01
16572,6353,5,Excellent,2023-11-26
11103,9010,4,Excellent,2020-05-08
4451,6057,,Bad,2024-08-03
1668,2438,4,Poor,2024-09-12
19566,6469,3,Excellent,2023-09-21
15210,9081,5,Poor,2023-01-19
1145,5952,2,Excellent,2023-09-16
8984,5277,4,Poor,2023-10-18
13632,8860,4,Excellent,2023-01-28
13865,7819,3,Bad,2020-03-05
16656,4729,4,Excellent,2020-06-16
14818,2625,5,Poor,2023-04-02
9460,5739,5,,2020-06-15
18527,4233,5,Excellent,2021-11-18
18666,5794,4,Bad,2022-08-18
6938,4524,2,Excellent,2022-03-03
652,5572,4,Great,2023-01-24
5322,9011,2,Excellent,2023-06-24
7210,9299,5,,2023-08-02
5182,2225,2,,2020-09-21
13948,8390,2,,2022-02-11
813,6092,3,Excellent,2020-06-07
9512,8663,4,Great,2023-02-25
6193,6362,4,,2020-05-30
15031,1949,5,Great,2020-11-19
16676,7095,2,Great,2022-09-25
14237,6319,3,Great,2024-03-04
466,3797,5,Bad,2020-09-17
15080,235,5,Excellent,2024-06-11
5374,9121,4,Poor,2024-07-06
9423,3608,,Average,2023-08-14
7103,8044,4,Bad,2023-01-16
17108,523,1,Excellent,2020-11-03
14123,5905,2,Average,2020-08-09
6117,4889,4,Bad,2024-03-23
12171,9822,1,Poor,2023-11-24
17043,5833,,,2024-03-13
2918,7123,4,,2021-05-29
16905,5843,4,Great,2021-03-11
17710,1317,4,Average,2023-12-03
1273,1125,3,Bad,2022-06-04
7433,5622,3,Bad,2024-09-02
880,5424,5,Great,2022-08-10
317,2588,5,Great,2024-05-28
16171,9216,5,Bad,2024-06-17
9566,5673,3,Excellent,2023-03-08
3000,1379,4,Great,2022-09-12
5790,3375,3,Poor,2021-06-09
8811,1520,3,Poor,2024-04-18
15728,5778,4,Poor,2023-06-17
18099,7936,2,,2020-12-09
12558,6094,4,Bad,2022-07-02
17992,8419,3,Poor,2024-09-23
12601,5356,4,Poor,2023-03-16
9180,4969,2,,2024-07-22
18440,9084,3,Average,2023-06-13
3992,5575,3,Great,2023-10-28
8652,4073,4,Poor,2022-08-08
5568,2258,5,Poor,2021-08-29
3945,8589,4,Average,2021-10-30
6367,4425,5,Bad,2023-10-11
13277,3238,3,Excellent,2021-10-03
4864,3894,1,,2022-06-05
19228,2006,5,Excellent,2020-10-27
6432,2017,1,Average,2022-09-20
6748,9389,5,Excellent,2023-12-13
2001,1773,2,Average,2023-05-03
848,8354,4,Great,2023-03-11
11627,3977,5,Average,2024-02-12
12510,1752,3,Average,2022-12-20
17153,8968,4,Average,2024-06-03
11028,7431,5,Average,2022-01-23
4766,7171,3,Excellent,2021-07-30
1736,6470,5,Great,2021-11-18
13824,9132,5,Great,2023-10-13
14197,3221,4,Great,2024-05-21
12957,540,3,Bad,2022-09-29
12655,1462,1,Bad,2020-07-07
4895,5185,4,Poor,2023-07-04
7316,8548,4,Great,2023-09-23
5470,235,,Bad,2020-07-08
15197,1549,2,,2023-11-20
16775,7481,4,Poor,2024-07-01
1965,4214,4,,2021-05-31
13692,1674,4,Great,2024-11-14
11575,6709,1,,2021-01-06
9590,7983,4,,2023-08-24
780,2101,2,Average,2022-08-12
7768,3749,4,Poor,2024-01-18
19827,3174,3,Bad,2023-12-08
16825,1816,,Poor,2022-02-17
5779,3842,2,Great,2021-05-01
2419,8017,4,Excellent,2020-03-20
2092,7012,,Poor,2020-04-03
6100,4494,3,,2022-12-03
8086,675,5,Bad,2022-12-20
6436,8089,5,Poor,2021-11-17
17762,8579,5,Excellent,2023-08-21
10333,2159,1,Average,2021-11-10
17548,2662,4,Average,2022-07-23
5810,2065,5,Poor,2021-04-18
12653,3254,2,Bad,2020-11-29
12213,4980,4,Bad,2022-06-16
6474,7704,2,Great,2020-05-21
746,8932,3,Great,2021-05-18
8526,1402,5,,2024-04-09
175,3260,3,Great,2023-10-12
16168,3924,4,Excellent,2024-09-14
4203,4215,1,Excellent,2021-07-15
10799,3228,3,Excellent,2021-11-22
7872,2746,2,,2021-04-06
13194,6092,3,Great,2022-02-11
12590,3867,3,Great,2023-09-20
15826,5819,,Bad,2022-03-04
13722,2223,2,Poor,2023-09-06
49,2793,4,Average,2020-12-16
15826,9890,4,Excellent,2020-11-28
12547,4064,3,Poor,2021-09-15
3421,1525,1,Great,2021-03-07
16506,8225,3,Great,2024-05-15
19908,6199,,Bad,2020-12-21
6547,4026,4,Bad,2024-01-26
5236,2567,3,Average,2024-06-30
7909,2804,2,Bad,2022-02-26
11926,3710,5,Great,2022-09-05
18457,6156,4,Great,2020-08-04
11160,720,5,Great,2022-12-08
1581,6517,2,Poor,2023-01-09
9358,4580,5,Average,2020-01-07
2551,973,3,Poor,2024-03-30
2518,3719,4,Bad,2022-03-21
15277,7396,5,Bad,2024-06-04
8599,4403,2,,2020-02-09
9582,4553,4,Average,2023-01-30
15992,2208,2,,2020-04-26
19800,4427,3,Bad,2023-03-13
19712,6920,2,Poor,2021-01-22
18748,8836,5,Poor,2020-10-06
5975,8387,3,Bad,2022-05-02
5878,8681,3,Poor,2021-10-01
18755,2205,4,Great,2023-11-16
8877,5346,3,Excellent,2022-12-31
8893,3277,1,Excellent,2021-09-26
1515,1103,1,Bad,2021-10-17
3977,5244,4,Great,2021-01-18
1045,6615,3,,2022-04-18
11089,9434,5,Poor,2023-09-09
8292,8708,4,Poor,2022-08-14
13376,5224,2,,2021-05-24
1791,8585,5,Excellent,2020-10-31
11745,631,1,Average,2024-07-09
17627,9172,3,Great,2022-10-09
17717,6684,3,,2020-08-20
4606,278,5,Average,2020-12-26
13682,233,5,Great,2023-05-28
19702,9745,2,Excellent,2022-02-16
11879,5691,,Average,2020-10-13
1251,7660,3,Excellent,2020-06-27
5952,26,1,Great,2022-04-14
7335,7469,5,Great,2024-10-28
15521,6411,4,Bad,2024-11-08
1424,8653,3,Bad,2023-09-28
5066,3765,3,,2024-10-08
17066,6600,5,Average,2020-02-24
8784,5103,3,Bad,2022-04-28
14042,7007,3,Poor,2020-06-17
1794,3484,4,,2021-08-01
12129,1995,1,Excellent,2022-05-31
7623,8683,3,Bad,2021-12-25
838,1073,4,Great,2021-04-06
8837,6708,5,Average,2023-12-15
706,216,5,,2021-09-13
16705,7606,1,Poor,2020-04-26
5171,9916,3,Excellent,2021-02-14
7023,9785,5,Poor,2021-08-27
14701,2607,2,Average,2024-06-03
18725,8351,1,,2023-12-26
964,4782,,Excellent,2024-09-03
6718,3314,5,Average,2022-10-10
7710,9969,3,Poor,2024-02-29
733,7764,5,Average,2020-10-21
3543,5940,5,Great,2020-12-29
14357,2296,2,Excellent,2021-01-28
14050,5686,3,Bad,2024-11-28
12265,1697,3,Great,2021-05-31
9861,1947,5,Excellent,2023-01-20
1577,2784,4,Bad,2023-05-11
1788,3645,3,Bad,2022-05-03
5556,5242,2,Excellent,2024-07-05
582,6421,3,Poor,2021-12-08
12239,7558,4,Great,2022-05-14
2868,2646,3,,2024-08-13
19748,6590,3,,2024-01-19
606,6354,3,Excellent,2020-01-02
18640,1933,2,Excellent,2020-09-21
19036,1758,4,Great,2024-03-27
13108,5086,3,Poor,2023-06-05
9468,5638,1,Great,2023-08-17
5421,1117,5,,2022-09-10
9097,493,4,Poor,2021-08-21
14112,8812,5,Poor,2020-10-16
19295,7889,5,Bad,2023-11-19
10354,6475,3,Bad,2022-08-21
4213,9739,4,Excellent,2022-06-29
15034,4959,1,Great,2023-10-22
8117,9798,4,Average,2023-11-07
353,9468,5,,2023-07-31
8726,2744,4,,2023-03-03
8100,7867,1,Great,2020-01-04
824,7161,2,Excellent,2024-08-26
12292,5452,2,Great,2020-10-10
4430,5259,4,Average,2023-06-30
12088,8549,3,Poor,2024-03-11
16749,7187,5,Bad,2020-02-10
3841,6103,3,Bad,2022-01-09
9087,9062,3,Poor,2022-06-14
12489,9078,3,Average,2023-01-17
6670,9476,3,Excellent,2021-12-14
5516,620,2,Bad,2022-11-03
9149,883,5,Excellent,2020-07-09
18331,8989,3,,2024-11-05
15086,3643,5,Average,2021-07-16
11802,1297,,Average,2021-08-19
3705,8437,4,,2020-05-04
6308,2896,4,Great,2022-09-07
17881,6594,4,,2024-12-25
13045,930,2,,2021-11-29
13282,5367,3,Great,2023-12-18
2343,8712,3,Average,2021-03-10
19892,3213,5,Excellent,2023-11-15
8796,2410,4,,2024-09-08
1220,8200,4,Great,2023-01-21
5045,3424,4,,2020-02-12
7941,6977,,Bad,2024-03-30
19264,7595,4,Bad,2020-02-23
19268,5159,5,Poor,2024-03-13
5682,3668,2,Poor,2024-11-27
5007,5974,4,,2020-12-17
11423,6237,3,Bad,2024-08-02
3547,8278,,Bad,2020-10-06
5302,2469,4,,2021-08-27
360,6218,4,Average,2024-12-06
13054,3620,1,,2024-08-27
2714,1637,5,Average,2023-07-24
4264,8156,2,Excellent,2024-12-02
9942,3584,5,Average,2020-07-25
12765,4010,2,Great,2022-02-01
7566,3327,1,Bad,2022-10-10
17506,8149,3,Average,2021-06-22
8603,2218,3,Poor,2021-09-19
5864,4968,2,Excellent,2024-05-04
7885,2370,3,Poor,2023-07-08
14481,3639,2,Great,2023-12-16
16520,9136,5,Bad,2021-02-24
1864,5723,5,Great,2022-02-16
12525,4445,2,Bad,2022-10-28
10413,7619,5,Bad,2023-03-17
16920,3948,3,Poor,2023-06-25
7302,1677,5,Excellent,2022-04-19
12054,1197,4,Poor,2020-11-06
14921,2788,2,Poor,2021-07-29
1065,7433,3,Average,2021-12-20
17182,9654,5,,2023-07-29
3221,7928,2,Excellent,2022-06-11
12335,3319,4,,2024-07-02
15188,8859,2,,2021-07-10
13929,6690,3,Poor,2023-09-14
6206,2177,3,Excellent,2021-09-02
6617,3744,3,Excellent,2023-08-07
18475,8793,3,Poor,2023-09-06
17584,4423,4,Excellent,2024-07-07
4882,3825,5,Great,2022-01-06
13068,9172,4,,2024-05-22
5950,2452,4,,2023-04-12
8173,629,3,Poor,2021-04-10
14371,9822,3,Poor,2023-06-27
16690,7779,2,,2024-06-05
17229,3697,3,Bad,2022-08-08
4672,3675,4,Bad,2023-06-06
5983,3930,4,Great,2021-06-27
19939,2766,3,Poor,2020-06-02
19665,4370,,Bad,2023-02-09
8505,8308,5,Excellent,2024-07-29
12457,4957,5,Excellent,2022-10-19
11727,693,2,Bad,2023-03-06
17904,3163,5,Bad,2020-12-18
9238,1106,4,Poor,2024-08-09
17169,3009,4,Great,2023-09-02
4149,2162,3,Bad,2023-04-09
6862,8346,4,Average,2020-08-05
6265,3700,5,Great,2021-12-02
4617,3787,4,Average,2021-04-25
7756,9257,4,Poor,2024-02-10
4837,4201,5,Bad,2022-03-10
10372,1914,3,Average,2023-04-16
11222,9409,2,Average,2020-11-17
15458,5521,5,Bad,2023-07-23
11064,1773,2,,2023-03-27
17726,2781,3,Average,2020-09-30
4186,7424,4,Excellent,2022-08-28
12341,2872,3,Bad,2023-03-22
18557,661,4,Great,2024-03-16
10257,6243,4,Average,2024-11-10
9493,1133,5,Poor,2024-03-01
2784,700,4,,2021-04-25
6036,7471,3,Average,2022-01-17
18592,6298,2,Great,2020-07-06
7434,7813,,Average,2022-02-12
1193,4558,1,Excellent,2020-11-30
8013,2180,2,Poor,2023-02-07
5859,9066,1,Great,2021-07-19
13826,8276,2,,2021-01-28
16542,1423,5,,2020-12-04
11418,3181,1,,2020-03-24
15106,4317,5,,2022-01-02
2194,6697,3,Excellent,2024-02-10
160,9584,3,Great,2021-10-08
5128,615,3,Average,2021-06-03
16159,4571,1,Bad,2021-10-07
6522,271,5,,2022-11-19
2302,2469,2,Average,2023-04-05
3882,9583,4,,2020-04-06
1461,3608,4,Great,2024-07-26
2087,3076,3,Great,2020-09-08
19697,290,3,Great,2024-11-05
8964,8121,4,Poor,2023-05-19
15299,6615,4,,2021-12-04
14996,3253,4,Excellent,2024-10-12
12308,7416,4,Bad,2023-06-20
15133,6772,,Great,2023-04-16
16484,279,4,,2023-02-16
7836,581,2,,2020-05-04
4799,4959,5,Average,2023-05-14
471,8446,4,Average,2022-06-27
4636,4277,4,Poor,2022-07-01
7350,7998,4,Average,2022-03-02
11413,4777,5,Average,2023-12-13
710,825,4,Excellent,2022-08-01
5646,3833,5,Excellent,2023-10-26
14631,8892,4,Average,2024-03-12
10454,5446,2,Excellent,2022-09-14
19258,1381,5,Excellent,2022-12-24
15594,9866,3,Bad,2023-07-30
1816,6535,1,,2022-12-21
2239,3157,3,Poor,2023-08-15
11256,4308,,,2023-07-23
12485,5635,5,Poor,2024-04-19
19089,8576,3,Average,2023-09-06
6029,5811,3,Average,2024-12-22
18644,8534,,Great,2023-08-09
9895,5935,3,Average,2020-06-01
18441,3110,5,Great,2023-09-21
12642,4083,4,Average,2020-01-17
14420,3241,4,Bad,2023-02-18
4393,6029,4,,2022-12-07
13087,1850,1,Great,2021-05-17
13742,8498,3,Great,2023-01-12
2856,2750,3,Bad,2024-08-03
13301,6681,3,Poor,2024-06-01
14765,9328,4,,2022-05-29
12915,206,4,Bad,2020-05-03
15143,7353,4,Excellent,2024-06-28
12573,4592,4,Great,2024-10-27
7197,3451,3,Bad,2024-02-09
1209,7215,1,Average,2022-08-27
10381,3812,4,,2024-02-20
6691,5142,4,Poor,2020-06-13
18693,8502,1,,2020-09-22
14156,2709,4,,2020-05-14
3195,1992,4,Bad,2022-08-02
15081,8464,3,Average,2024-05-23
9853,3274,2,Great,2021-12-25
12883,4539,1,Excellent,2021-05-30
13259,8713,3,,2024-11-11
11644,9169,4,,2023-12-19
16636,3723,2,Bad,2023-12-01
11155,3552,3,Excellent,2022-08-03
5195,2833,3,,2022-02-02
18416,5680,5,Bad,2024-02-06
17558,6580,4,,2024-02-18
19355,153,1,,2022-09-29
15779,5755,4,Poor,2020-05-15
8538,2801,,Average,2023-10-19
528,5311,5,Average,2023-12-13
5479,9945,2,Poor,2020-04-26
1551,2611,4,Poor,2021-10-30
10557,1105,5,Poor,2024-07-31
7758,7362,,Bad,2021-11-08
2519,4200,3,Bad,2024-04-12
18199,3855,4,Poor,2020-10-22
10388,7264,5,Great,2022-01-07
790,1915,3,Poor,2020-01-18
18512,7366,4,Great,2024-06-12
7237,3073,4,Great,2023-05-04
5084,9199,3,Bad,2023-06-09
10217,407,4,Poor,2020-04-28
16738,167,3,,2024-01-05
19551,509,4,,2022-01-07
18594,1662,3,Bad,2022-11-01
8812,3665,5,,2020-03-07
13619,3490,3,Excellent,2020-10-26
5325,681,4,Excellent,2022-07-11
19766,2525,5,,2023-01-09
7485,2121,2,,2023-03-11
731,5261,5,Great,2020-10-01
3517,4358,4,Bad,2022-01-19
17187,1364,3,Excellent,2024-06-08
7587,9524,1,Bad,2021-04-11
9372,2293,1,,2020-10-10
19984,1539,3,Excellent,2021-06-10
17973,3409,2,Poor,2023-04-05
7832,7743,4,Great,2022-03-07
329,8753,5,Great,2020-04-24
7441,9292,4,Great,2023-06-05
1789,1904,5,Bad,2024-10-22
18766,175,,Great,2023-06-14
9485,2231,3,,2023-06-25
6974,4288,3,Bad,2021-03-07
16534,4161,3,Bad,2024-04-20
134,7107,,Poor,2020-08-11
