campaign_id,customer_id,channel,engaged,sent_date
235,3141,App Notification,No,2021-07-04
299,8639,Email,No,2023-05-28
178,8200,SMS,No,2021-05-26
448,1000,Email,No,2021-07-04
204,1335,App Notification,No,2022-10-19
251,8326,App Notification,Yes,2024-05-16
346,8248,Email,Yes,2023-11-08
358,5089,App Notification,Yes,2024-01-17
394,5480,App Notification,,2021-08-31
343,6091,SMS,,2022-07-31
454,1112,SMS,No,2021-08-12
446,9716,App Notification,No,2024-06-22
304,8336,App Notification,No,2022-02-06
433,2917,App Notification,Yes,2023-04-18
238,6800,SMS,,2021-09-15
421,2104,App Notification,No,2022-05-20
307,8812,Email,Yes,2022-12-28
334,5126,App Notification,,2024-02-19
184,6591,App Notification,,2021-02-20
396,9601,App Notification,,2021-10-07
131,2922,SMS,No,2024-11-18
195,4735,SMS,,2021-12-27
290,3374,SMS,Yes,2024-09-25
203,6755,App Notification,Yes,2024-07-08
298,837,Email,Yes,2023-07-30
296,9778,App Notification,No,2023-07-25
133,9029,App Notification,No,2024-07-18
221,6708,Email,No,2021-10-03
103,5313,App Notification,Yes,2022-09-10
497,9590,SMS,,2024-08-17
451,3823,App Notification,Yes,2024-01-18
108,6154,SMS,No,2021-07-01
282,805,Email,No,2023-04-07
265,1076,App Notification,No,2021-11-19
347,9606,SMS,,2023-07-10
486,4453,App Notification,No,2024-08-11
277,1664,Email,Yes,2023-04-28
250,7429,App Notification,Yes,2023-12-04
222,2054,App Notification,,2023-04-01
323,2421,App Notification,No,2023-08-02
361,2529,SMS,No,2024-11-18
205,4318,SMS,No,2022-03-12
332,7978,SMS,Yes,2022-07-31
321,8707,SMS,Yes,2024-08-21
380,7228,SMS,No,2024-01-20
222,8413,SMS,Yes,2023-04-19
235,228,App Notification,No,2022-08-03
463,2338,Email,,2023-05-06
275,956,App Notification,,2022-04-18
330,1498,Email,Yes,2021-06-22
349,9473,App Notification,No,2022-02-24
319,1979,App Notification,Yes,2022-10-18
299,1530,Email,No,2022-03-21
496,2663,SMS,No,2023-09-21
102,6434,Email,,2024-03-13
460,7446,SMS,Yes,2024-08-14
165,4285,App Notification,,2021-02-10
260,9110,SMS,,2022-05-14
439,1202,App Notification,Yes,2023-04-16
405,7132,Email,,2021-12-30
254,9814,App Notification,Yes,2021-10-31
145,760,SMS,,2024-04-20
178,5574,Email,Yes,2024-07-26
125,5162,SMS,,2023-12-27
304,4290,App Notification,No,2021-11-28
431,5447,App Notification,,2024-09-21
113,9681,App Notification,,2022-06-15
327,4259,App Notification,Yes,2022-10-07
366,4372,App Notification,Yes,2022-06-07
318,1666,Email,,2024-01-12
115,6919,SMS,No,2021-09-23
327,6624,SMS,No,2023-03-03
390,8652,SMS,,2021-10-27
147,7433,App Notification,Yes,2021-02-08
169,6683,App Notification,,2021-07-11
240,6229,App Notification,Yes,2023-01-26
118,5828,App Notification,Yes,2024-05-19
160,5436,SMS,No,2024-06-26
496,7637,SMS,,2022-05-05
205,1366,Email,Yes,2024-05-21
311,7345,App Notification,No,2021-02-09
105,3202,SMS,,2021-03-29
461,4753,SMS,,2023-06-12
481,9576,App Notification,,2022-12-30
318,6092,Email,,2023-10-04
275,6615,SMS,Yes,2024-07-13
140,1522,Email,Yes,2022-09-18
236,7522,App Notification,No,2024-12-26
182,6560,App Notification,No,2023-10-22
445,1624,App Notification,,2023-09-08
434,8874,SMS,Yes,2021-03-25
245,3135,App Notification,No,2022-11-06
119,5821,Email,Yes,2024-11-23
173,4995,Email,Yes,2021-10-31
495,4697,SMS,No,2021-11-27
400,1868,App Notification,No,2024-02-20
318,9392,Email,Yes,2021-07-06
109,2824,SMS,Yes,2021-07-18
211,6107,Email,,2023-01-26
180,169,App Notification,,2021-06-03
309,7788,Email,Yes,2023-11-15
290,8631,SMS,No,2022-01-11
436,4910,SMS,No,2022-03-25
485,8028,Email,,2023-09-02
230,4682,App Notification,No,2021-08-27
115,9056,SMS,No,2022-08-22
383,5138,Email,Yes,2024-02-25
102,8332,SMS,Yes,2024-11-29
386,5235,SMS,Yes,2021-01-08
354,225,SMS,,2021-07-22
301,8750,SMS,Yes,2021-05-11
317,6583,App Notification,No,2023-02-01
492,1574,Email,,2024-04-21
415,8578,Email,No,2024-02-19
222,8713,Email,,2022-08-12
205,6764,App Notification,,2022-01-17
372,5218,SMS,Yes,2023-09-19
328,3143,Email,No,2022-03-30
351,3502,SMS,,2023-01-12
318,1500,App Notification,,2024-07-30
151,9670,Email,Yes,2024-03-11
101,9096,SMS,No,2024-08-15
435,9824,Email,,2021-09-03
238,6688,SMS,,2024-01-14
467,5246,Email,,2022-06-10
152,9363,SMS,No,2023-06-13
394,1745,SMS,No,2024-01-29
164,2040,SMS,Yes,2022-12-21
403,8312,App Notification,,2024-11-22
389,3858,SMS,,2022-08-07
160,9868,Email,Yes,2021-01-29
138,9513,Email,,2023-11-21
479,4951,App Notification,,2021-01-13
125,9208,SMS,,2022-09-28
155,7088,SMS,No,2021-09-30
453,6032,App Notification,,2022-11-10
279,1744,App Notification,,2021-05-02
484,3542,Email,Yes,2022-06-04
378,9639,App Notification,,2024-11-19
297,3617,Email,Yes,2023-01-18
129,3895,SMS,,2021-04-22
260,1725,App Notification,,2023-10-17
454,6228,Email,,2022-10-15
372,4063,Email,Yes,2023-11-18
243,7848,Email,,2022-01-01
145,4282,Email,Yes,2021-05-12
264,8264,SMS,No,2022-05-25
389,2201,SMS,No,2021-06-10
456,2144,SMS,Yes,2021-07-22
132,3182,App Notification,,2023-01-21
264,9674,App Notification,Yes,2023-01-25
190,2876,Email,,2023-11-15
495,6521,SMS,No,2022-06-10
143,1097,SMS,,2024-05-05
351,8916,Email,,2021-05-14
441,6919,Email,No,2024-10-10
446,8149,Email,Yes,2023-11-20
238,3215,Email,Yes,2024-03-05
241,7750,App Notification,No,2024-10-31
266,5565,SMS,Yes,2023-11-17
284,2872,App Notification,Yes,2023-10-27
383,4490,SMS,,2021-03-08
115,4608,App Notification,,2021-10-30
206,6765,Email,Yes,2024-11-30
336,5835,SMS,No,2024-05-17
133,9913,Email,,2024-04-21
164,3400,SMS,Yes,2024-09-10
414,5379,App Notification,No,2021-09-10
440,1858,Email,Yes,2024-09-09
415,7605,SMS,No,2022-12-31
310,7732,App Notification,,2024-08-07
160,2397,SMS,,2022-10-26
418,2262,App Notification,No,2022-05-09
163,1313,Email,,2022-06-10
152,2306,Email,Yes,2024-11-21
381,5508,Email,Yes,2023-06-28
373,2742,SMS,,2024-07-06
254,3337,Email,,2022-01-17
160,7481,App Notification,,2024-08-02
480,5160,SMS,,2024-01-19
428,998,App Notification,No,2024-06-12
398,6354,SMS,,2022-09-26
233,2320,App Notification,No,2022-11-30
198,3208,Email,,2023-04-05
353,8791,SMS,Yes,2024-10-03
414,9276,Email,No,2024-03-23
126,3582,SMS,No,2021-10-01
137,3087,Email,Yes,2022-11-26
178,7167,SMS,No,2022-10-06
299,722,Email,No,2021-12-25
180,1155,SMS,No,2022-04-16
475,7168,Email,No,2024-03-31
276,17,App Notification,No,2024-06-17
229,7098,SMS,,2023-02-04
241,9184,SMS,Yes,2024-01-05
407,2233,SMS,Yes,2023-03-04
219,1447,Email,No,2022-06-22
113,9658,Email,No,2021-11-24
447,5775,App Notification,No,2022-03-31
314,3084,App Notification,,2024-04-16
264,9736,SMS,,2022-11-27
286,8272,App Notification,No,2022-10-15
180,6953,SMS,,2023-04-25
106,7842,App Notification,,2024-07-31
487,9464,App Notification,Yes,2024-08-24
376,9757,SMS,No,2023-12-31
321,5392,SMS,Yes,2022-11-09
381,9906,Email,Yes,2021-01-02
232,9202,App Notification,,2021-06-06
211,8965,App Notification,No,2022-01-29
105,7915,Email,,2021-05-08
128,483,SMS,No,2022-11-29
114,5682,SMS,,2023-06-12
120,7438,SMS,Yes,2024-02-02
301,9774,SMS,,2022-07-13
134,9298,Email,,2021-11-05
173,5204,App Notification,,2024-08-05
250,3362,SMS,Yes,2021-10-29
224,5948,SMS,No,2022-10-05
376,9034,SMS,Yes,2022-08-05
360,3535,App Notification,No,2024-03-23
341,1873,App Notification,Yes,2024-06-08
157,7259,Email,,2024-11-05
449,5983,App Notification,Yes,2021-08-09
188,3506,Email,,2024-07-02
294,3321,Email,,2024-11-10
116,2729,SMS,,2021-01-14
400,955,App Notification,Yes,2022-11-12
441,1596,App Notification,,2021-03-31
240,2289,SMS,,2024-07-02
341,6846,App Notification,Yes,2023-06-11
334,7664,Email,,2022-03-22
196,6937,SMS,,2022-04-09
449,744,SMS,Yes,2023-09-02
165,1495,SMS,No,2024-07-09
256,6607,Email,,2022-10-12
315,6945,App Notification,Yes,2021-08-29
444,7209,App Notification,,2021-06-04
483,208,App Notification,Yes,2024-10-12
488,1084,Email,No,2023-07-20
493,2413,Email,No,2023-03-19
395,3312,App Notification,,2024-11-19
269,6752,App Notification,Yes,2022-04-01
226,7958,Email,Yes,2023-10-16
360,8589,Email,No,2023-12-21
321,209,Email,Yes,2023-07-03
125,7549,Email,No,2021-02-07
316,8625,Email,,2024-01-09
269,2657,SMS,,2023-05-01
371,5851,Email,Yes,2024-11-04
318,2437,SMS,Yes,2022-07-05
112,5394,App Notification,No,2023-08-16
307,134,SMS,Yes,2023-02-09
209,7234,SMS,,2021-02-21
487,639,App Notification,,2024-01-23
350,1229,App Notification,No,2021-09-21
219,4020,App Notification,Yes,2023-05-02
241,9483,SMS,,2024-01-02
306,2197,App Notification,No,2022-08-18
243,9896,App Notification,Yes,2023-02-02
230,976,SMS,No,2021-08-15
417,6122,App Notification,Yes,2023-02-19
118,1029,SMS,No,2024-11-12
233,526,App Notification,No,2022-11-02
343,2328,App Notification,Yes,2023-04-19
464,2547,App Notification,,2022-07-22
446,836,App Notification,,2022-01-19
129,2484,Email,No,2023-06-28
166,2735,Email,Yes,2024-10-19
391,9731,SMS,,2022-04-23
268,7305,SMS,No,2021-09-18
475,4050,SMS,,2021-05-23
460,9496,Email,,2021-08-23
352,8324,App Notification,Yes,2022-11-05
453,393,Email,No,2024-12-03
302,2467,SMS,,2024-03-28
314,1226,SMS,Yes,2023-03-09
133,2706,Email,Yes,2021-10-21
280,462,App Notification,Yes,2023-07-07
260,9994,SMS,,2021-10-17
417,3986,SMS,Yes,2021-01-18
285,152,Email,No,2021-06-10
443,1786,App Notification,No,2024-12-26
246,6243,SMS,No,2024-08-11
185,8146,Email,No,2022-12-30
356,6357,Email,No,2023-10-16
170,7311,Email,Yes,2023-08-11
132,6846,SMS,Yes,2024-04-06
281,3461,App Notification,Yes,2022-09-12
172,1837,SMS,,2023-01-19
211,9590,SMS,No,2022-03-31
412,9268,App Notification,,2024-10-06
427,5744,App Notification,,2022-02-08
403,6279,SMS,,2023-11-15
311,1494,Email,No,2022-11-25
496,9328,Email,,2024-06-19
491,1549,App Notification,,2021-12-16
107,8977,SMS,No,2021-04-23
103,5164,Email,Yes,2022-09-07
360,9613,App Notification,,2021-07-28
444,5705,App Notification,,2023-07-25
217,6405,Email,No,2021-11-29
435,6689,SMS,,2023-05-28
233,3652,Email,,2023-12-21
321,2064,App Notification,No,2023-01-20
361,2021,Email,,2024-01-23
472,4758,SMS,Yes,2024-07-30
392,5924,App Notification,Yes,2024-06-23
174,7354,App Notification,,2022-02-13
449,9143,App Notification,,2021-06-14
141,8217,SMS,Yes,2022-03-12
123,8210,App Notification,,2022-02-15
409,570,App Notification,No,2023-03-23
435,5113,Email,,2022-01-12
434,1356,Email,No,2023-03-30
292,8057,Email,,2022-06-28
496,9785,Email,Yes,2023-05-24
386,831,SMS,Yes,2024-02-11
379,5132,Email,Yes,2021-10-20
316,5403,SMS,Yes,2022-01-08
155,9064,App Notification,Yes,2023-01-06
249,835,App Notification,Yes,2023-12-09
317,4953,App Notification,,2021-11-07
190,970,SMS,No,2022-07-02
175,593,Email,Yes,2022-05-28
385,255,SMS,Yes,2022-05-10
402,2662,SMS,,2021-01-27
407,8795,Email,No,2021-06-12
376,9258,Email,No,2024-11-12
342,1840,SMS,,2021-06-22
387,5906,App Notification,No,2024-09-10
329,2432,Email,Yes,2022-04-26
499,7757,SMS,No,2021-02-21
378,5354,Email,No,2022-12-24
132,966,SMS,,2022-10-06
400,1738,App Notification,Yes,2023-07-16
465,485,Email,Yes,2022-04-06
411,7942,SMS,,2022-07-31
140,8203,SMS,,2021-04-19
128,6252,SMS,,2024-12-03
415,2028,Email,,2022-07-21
472,5214,Email,,2022-09-21
242,7991,SMS,Yes,2022-02-13
122,6228,App Notification,Yes,2023-01-09
277,6982,SMS,,2021-01-25
248,8797,SMS,Yes,2024-12-16
326,969,SMS,Yes,2021-12-11
141,437,Email,Yes,2023-04-14
158,1810,SMS,,2024-03-24
343,6547,Email,No,2024-04-08
124,8108,App Notification,No,2024-02-03
461,5506,Email,,2023-03-23
260,5258,Email,,2024-05-13
128,4910,Email,No,2022-11-24
231,8485,SMS,No,2023-09-11
477,462,App Notification,,2024-04-26
156,3234,SMS,,2024-10-11
492,5203,SMS,Yes,2021-04-06
480,2940,Email,Yes,2021-12-29
324,89,App Notification,Yes,2024-10-29
283,1664,App Notification,,2021-08-10
435,3302,App Notification,Yes,2021-04-01
316,5138,Email,Yes,2023-07-14
248,6030,App Notification,Yes,2023-03-17
286,422,Email,Yes,2022-09-22
354,3750,Email,No,2023-07-25
116,4972,SMS,,2022-04-09
401,6846,Email,Yes,2022-03-12
332,4434,SMS,Yes,2021-01-21
143,266,SMS,Yes,2021-12-14
268,2851,SMS,Yes,2024-06-20
130,1379,SMS,Yes,2022-04-09
298,6504,App Notification,No,2023-11-17
287,7158,Email,No,2021-10-14
402,4417,Email,No,2023-03-13
311,850,SMS,,2021-08-07
495,4815,SMS,No,2023-09-21
249,9184,App Notification,,2023-09-23
328,3765,App Notification,,2024-04-05
482,7380,SMS,No,2021-08-25
431,3275,SMS,Yes,2022-06-01
132,717,SMS,Yes,2021-05-24
223,5081,App Notification,No,2022-04-13
277,896,Email,No,2021-05-19
417,9369,Email,No,2022-09-23
469,9969,SMS,No,2024-12-18
218,9652,App Notification,,2021-06-20
218,2544,SMS,No,2022-11-20
255,7772,SMS,,2022-07-06
368,4638,SMS,,2023-05-18
293,8067,App Notification,,2024-05-20
481,3554,App Notification,Yes,2022-01-10
332,1350,App Notification,No,2023-03-24
477,2987,SMS,,2024-08-29
154,7197,Email,Yes,2024-12-17
445,2123,Email,Yes,2021-07-02
457,8690,SMS,No,2022-03-27
264,8047,App Notification,No,2024-05-02
443,8914,SMS,Yes,2024-02-02
312,1364,Email,Yes,2021-05-15
178,308,Email,No,2021-08-02
207,2752,SMS,Yes,2022-02-22
490,9076,SMS,No,2021-04-22
198,7783,App Notification,No,2022-02-18
152,1265,SMS,Yes,2022-01-14
183,5340,SMS,No,2023-11-23
190,7504,Email,No,2023-07-31
449,5849,SMS,No,2024-03-19
241,9245,SMS,No,2021-09-16
307,494,App Notification,,2021-08-16
414,2022,App Notification,No,2021-08-23
182,1748,App Notification,Yes,2023-08-06
340,5088,SMS,,2024-07-07
470,3303,SMS,,2022-11-14
473,7128,App Notification,No,2023-01-02
197,5023,SMS,,2023-04-29
251,6156,App Notification,Yes,2022-09-23
152,9124,Email,,2023-06-11
313,6410,Email,Yes,2023-03-26
493,5255,Email,No,2021-12-23
383,8949,Email,,2022-03-25
124,9247,App Notification,,2022-08-23
446,4355,Email,No,2022-06-21
320,3454,SMS,,2021-12-14
138,2517,Email,,2023-05-24
438,6070,SMS,No,2022-08-11
431,7375,Email,,2024-04-07
211,8839,SMS,Yes,2024-10-17
290,5209,SMS,No,2021-09-19
439,195,SMS,,2022-03-20
474,9338,SMS,No,2024-06-07
448,4292,SMS,,2022-09-20
230,6211,Email,Yes,2021-04-10
316,5131,SMS,Yes,2022-02-23
305,322,App Notification,Yes,2024-07-02
415,6706,App Notification,,2021-02-24
458,1703,SMS,No,2021-04-15
379,831,App Notification,No,2024-08-12
452,8381,SMS,No,2021-04-28
208,5607,SMS,Yes,2021-03-26
331,92,Email,Yes,2024-10-12
493,3878,SMS,No,2022-05-12
468,2337,App Notification,,2022-11-23
227,7677,App Notification,No,2021-09-04
484,1581,Email,Yes,2024-09-04
222,9601,App Notification,,2024-02-04
355,8367,App Notification,,2021-08-26
345,5793,App Notification,,2023-06-07
358,7747,SMS,No,2024-10-14
293,474,App Notification,No,2023-07-23
362,270,Email,No,2024-09-02
413,6551,App Notification,,2023-06-21
170,694,Email,Yes,2021-08-19
440,1416,App Notification,Yes,2022-03-17
492,2084,SMS,Yes,2021-07-12
463,1236,App Notification,No,2021-07-11
410,3968,App Notification,No,2024-02-28
226,8326,App Notification,No,2022-08-12
248,4786,SMS,,2022-12-26
225,6126,App Notification,No,2021-03-16
482,6635,SMS,Yes,2021-04-09
482,5969,SMS,No,2024-03-01
468,841,Email,Yes,2024-02-21
434,5084,Email,Yes,2022-03-09
361,1462,Email,,2021-01-25
317,4935,SMS,,2023-09-18
186,3473,SMS,No,2023-10-02
481,7164,SMS,No,2024-07-24
482,6576,App Notification,,2023-06-20
444,4844,Email,No,2024-03-09
182,7740,SMS,,2022-02-12
265,2510,Email,,2021-03-24
271,9158,SMS,No,2023-10-03
415,6023,App Notification,No,2024-08-05
382,2039,SMS,,2021-04-05
485,1851,App Notification,,2023-04-06
393,7433,App Notification,,2024-10-05
312,8927,SMS,No,2023-06-27
427,2454,App Notification,No,2021-08-28
353,3017,SMS,,2023-12-23
114,6626,Email,No,2022-09-23
134,7405,Email,,2022-07-12
418,4004,SMS,Yes,2023-07-27
396,2314,SMS,No,2022-06-24
148,4624,SMS,,2024-07-02
189,3164,Email,Yes,2024-05-28
213,7187,Email,No,2023-03-19
342,7016,Email,No,2021-08-21
180,7783,App Notification,,2021-11-06
408,5215,Email,Yes,2024-06-09
413,8622,Email,,2021-09-16
125,6939,SMS,No,2021-11-29
412,2989,SMS,,2022-02-22
227,5157,Email,,2024-09-30
478,5513,App Notification,No,2021-05-10
368,9789,SMS,,2023-06-10
388,2351,Email,Yes,2023-04-08
223,9972,Email,Yes,2022-07-04
493,3989,SMS,,2024-10-06
127,2871,SMS,No,2022-10-02
455,6488,Email,,2021-07-21
139,2911,SMS,,2021-08-02
445,4614,App Notification,Yes,2021-09-07
223,2865,App Notification,,2022-07-07
306,1018,App Notification,Yes,2024-11-14
466,4691,SMS,,2023-09-26
413,9525,Email,,2021-09-20
144,8374,Email,,2022-05-25
109,6760,SMS,,2021-05-27
303,2452,App Notification,No,2022-11-21
344,1953,Email,No,2021-11-01
145,4701,Email,,2022-06-28
382,8455,SMS,,2024-03-11
304,6214,App Notification,Yes,2021-09-27
357,661,Email,Yes,2022-06-26
304,1316,Email,,2023-04-01
120,7382,Email,Yes,2022-08-06
424,2920,Email,,2023-06-10
326,2073,SMS,No,2022-11-03
364,5443,SMS,No,2022-08-26
481,2020,SMS,,2022-07-03
394,6626,Email,,2022-02-21
329,816,App Notification,,2022-11-22
306,4778,App Notification,,2023-07-07
204,4735,Email,Yes,2023-03-18
498,3630,Email,,2021-10-22
144,2754,Email,No,2024-10-12
325,6506,App Notification,,2024-04-20
423,4686,App Notification,,2024-04-09
284,202,SMS,,2021-04-23
121,1005,App Notification,,2024-01-12
102,1313,Email,,2022-10-16
400,2026,Email,Yes,2022-09-03
190,3134,Email,No,2024-04-13
227,4222,App Notification,No,2021-03-19
167,6193,SMS,Yes,2023-09-28
204,3672,SMS,,2023-11-24
170,4942,Email,,2023-12-30
412,9989,Email,Yes,2023-01-30
214,1605,Email,Yes,2022-11-20
481,1903,SMS,,2023-11-15
445,4589,App Notification,No,2023-01-11
310,8161,Email,,2023-03-15
144,2350,SMS,,2024-06-07
335,5060,App Notification,,2022-04-13
186,7929,SMS,Yes,2021-01-19
110,7121,App Notification,,2024-04-06
457,4365,App Notification,,2021-04-02
244,4720,SMS,,2023-04-21
383,6244,Email,,2023-11-21
215,8082,App Notification,Yes,2024-06-07
195,9011,Email,,2022-01-26
114,2678,SMS,No,2021-12-31
257,548,Email,No,2024-01-10
490,8551,Email,No,2023-03-22
375,3362,SMS,Yes,2024-12-12
238,1925,App Notification,,2024-05-19
152,5244,App Notification,,2023-09-17
479,4648,App Notification,,2021-09-20
439,6682,App Notification,Yes,2024-05-10
329,2702,App Notification,Yes,2023-01-13
324,422,SMS,No,2022-12-06
239,336,Email,No,2021-04-24
304,9719,Email,Yes,2021-12-20
180,57,App Notification,No,2024-07-03
402,3951,Email,No,2022-07-30
190,7056,SMS,Yes,2023-04-28
442,3148,Email,,2023-09-17
408,3538,SMS,No,2022-01-16
462,6429,SMS,No,2024-09-01
375,722,Email,No,2021-07-05
309,386,App Notification,Yes,2021-02-15
448,2818,Email,Yes,2022-10-28
232,7427,SMS,No,2023-02-07
213,7116,SMS,,2023-02-25
419,260,Email,No,2024-11-03
430,4489,App Notification,No,2022-05-12
457,8792,Email,No,2022-04-03
269,7537,SMS,Yes,2024-02-04
432,3256,SMS,No,2022-11-03
167,9232,Email,,2022-11-06
220,4049,Email,Yes,2021-11-20
485,8948,Email,Yes,2023-03-25
230,3158,App Notification,Yes,2021-02-22
201,477,App Notification,,2021-06-08
410,5284,SMS,No,2022-10-27
275,9792,App Notification,,2021-09-18
134,2360,Email,,2023-07-28
474,7406,SMS,,2024-01-12
181,8025,SMS,Yes,2022-04-23
238,1262,SMS,Yes,2024-06-10
390,6324,Email,No,2022-02-02
422,5938,App Notification,Yes,2021-06-28
267,1583,SMS,Yes,2024-05-13
115,1499,SMS,Yes,2022-02-12
195,8941,Email,Yes,2024-07-29
188,8723,App Notification,Yes,2021-04-11
354,2210,SMS,No,2022-12-05
462,4064,SMS,Yes,2021-11-28
109,7229,SMS,No,2022-12-24
203,9301,Email,,2024-12-15
146,5667,App Notification,Yes,2022-11-24
482,8682,App Notification,No,2024-12-13
225,8197,Email,No,2023-04-05
298,8268,SMS,Yes,2022-03-12
149,5373,App Notification,No,2021-02-28
147,6151,App Notification,Yes,2024-01-25
417,473,Email,No,2023-08-16
475,9574,App Notification,No,2021-04-08
292,838,SMS,Yes,2021-08-05
442,8795,Email,No,2022-04-30
251,1187,App Notification,,2021-02-25
262,6462,SMS,,2021-06-03
353,1482,Email,Yes,2021-10-07
397,7700,Email,,2024-06-08
318,7333,Email,,2024-03-20
480,232,App Notification,Yes,2022-05-15
175,328,Email,Yes,2024-07-24
281,6382,Email,,2023-10-30
172,5240,App Notification,Yes,2022-12-10
264,950,App Notification,Yes,2023-03-20
453,7039,Email,Yes,2022-11-24
240,8049,Email,Yes,2021-12-05
396,2298,Email,,2022-05-01
301,1308,SMS,No,2023-03-31
364,8390,SMS,Yes,2022-05-02
253,2780,SMS,Yes,2023-10-01
318,7319,App Notification,Yes,2024-08-06
122,3337,Email,Yes,2023-04-05
276,5336,SMS,No,2022-03-19
169,9531,App Notification,,2024-04-13
382,9884,App Notification,Yes,2023-01-12
494,8408,App Notification,No,2023-08-05
212,7503,App Notification,No,2023-01-01
347,7527,App Notification,No,2024-10-06
177,1650,SMS,Yes,2021-08-14
399,2863,Email,No,2022-11-21
487,8802,App Notification,Yes,2024-08-26
153,918,Email,No,2022-05-11
484,8354,Email,,2023-08-19
337,4138,App Notification,,2021-12-04
431,7348,App Notification,,2024-01-07
261,5450,Email,Yes,2021-08-06
101,5683,SMS,No,2024-07-21
140,2812,Email,Yes,2022-03-21
327,3422,App Notification,No,2023-01-25
155,4216,Email,No,2021-03-09
121,9291,Email,No,2021-01-21
480,2722,App Notification,,2022-03-23
310,8315,SMS,No,2024-07-30
364,3254,App Notification,Yes,2023-05-01
324,789,SMS,Yes,2022-04-29
361,257,App Notification,,2022-05-12
261,4026,Email,Yes,2023-02-04
364,5957,Email,,2024-11-06
377,6742,SMS,Yes,2023-06-28
185,3655,App Notification,Yes,2023-07-18
321,7661,Email,No,2024-01-22
496,3252,App Notification,Yes,2023-12-27
290,5269,Email,No,2022-01-28
337,7177,SMS,,2023-06-17
444,7563,App Notification,,2021-01-31
339,8800,Email,No,2023-10-25
151,4427,App Notification,No,2022-06-13
163,3928,SMS,No,2023-06-11
240,5327,SMS,Yes,2022-08-02
478,2153,SMS,Yes,2021-11-06
247,8739,Email,Yes,2021-03-12
354,7889,SMS,Yes,2024-01-16
107,5475,Email,Yes,2023-03-29
344,9875,App Notification,No,2023-08-19
248,489,Email,No,2023-07-31
353,1823,Email,,2021-08-26
303,7761,App Notification,,2023-11-16
342,5623,Email,Yes,2022-04-11
220,3122,Email,Yes,2024-10-19
113,3775,App Notification,No,2022-10-02
374,6447,Email,Yes,2024-12-12
127,3453,Email,Yes,2021-04-01
191,8842,Email,Yes,2023-10-15
383,8840,SMS,No,2022-10-16
309,5482,Email,No,2023-07-25
290,8573,SMS,Yes,2021-10-16
377,7834,App Notification,,2023-04-20
421,7118,SMS,No,2022-03-17
308,9392,App Notification,Yes,2021-02-20
149,4888,App Notification,,2022-03-02
359,2991,SMS,,2022-02-02
156,9300,App Notification,Yes,2023-07-09
258,3448,App Notification,,2024-10-21
200,222,SMS,,2021-10-18
416,7619,SMS,Yes,2024-09-02
165,9632,SMS,,2024-09-23
351,6589,Email,No,2022-02-02
337,618,App Notification,,2022-03-13
258,2571,Email,,2021-09-18
412,6310,App Notification,No,2022-04-12
409,2756,SMS,No,2024-05-04
295,2791,Email,No,2023-10-19
171,7827,Email,No,2023-10-26
408,3310,Email,,2022-06-02
445,7153,Email,Yes,2024-06-17
359,4055,App Notification,No,2023-06-04
147,7057,Email,,2022-05-06
335,7425,SMS,Yes,2024-04-02
303,7682,Email,,2021-07-06
287,6509,Email,,2022-09-13
377,225,SMS,Yes,2023-05-16
142,7140,SMS,,2023-02-03
163,8137,Email,Yes,2023-04-16
382,3351,Email,No,2021-03-14
204,3828,App Notification,Yes,2022-05-14
121,1404,App Notification,,2024-09-09
423,4213,SMS,Yes,2022-10-05
376,410,App Notification,No,2023-11-25
396,1917,App Notification,No,2022-09-25
350,4068,Email,No,2022-09-03
491,2860,App Notification,,2023-03-20
482,7073,Email,,2022-03-26
448,2052,App Notification,,2021-03-24
214,3702,Email,,2023-12-09
350,8215,SMS,No,2024-12-20
396,2969,SMS,Yes,2023-03-23
264,8937,Email,Yes,2021-12-31
395,602,Email,No,2021-06-06
125,7935,Email,No,2023-08-28
301,5275,SMS,No,2021-01-04
469,1843,Email,No,2022-09-22
368,2663,Email,Yes,2022-09-06
170,8675,SMS,Yes,2021-12-06
237,4037,Email,Yes,2024-03-20
200,2640,SMS,Yes,2024-04-02
325,5527,Email,Yes,2023-06-21
439,5369,SMS,No,2022-07-06
242,7144,App Notification,,2022-06-21
172,6104,Email,,2024-06-08
453,3826,App Notification,No,2021-06-30
183,9875,Email,No,2023-09-14
121,5671,App Notification,,2021-05-06
342,4797,App Notification,Yes,2022-05-29
451,3609,SMS,,2024-01-28
169,6879,SMS,No,2021-05-04
493,1019,App Notification,,2024-12-21
453,5350,App Notification,No,2022-03-30
349,4761,App Notification,,2021-08-14
110,1312,App Notification,No,2023-09-12
131,9611,App Notification,Yes,2021-02-13
346,2501,App Notification,,2022-07-17
300,2668,SMS,No,2022-07-25
154,6035,SMS,,2022-02-22
340,9579,SMS,No,2022-01-12
429,5231,App Notification,No,2021-06-29
473,9337,Email,Yes,2024-06-05
452,4835,App Notification,,2023-01-21
463,1547,App Notification,,2024-03-29
307,2146,App Notification,No,2022-03-22
223,2164,Email,No,2024-09-28
257,3013,SMS,No,2022-09-08
250,4445,App Notification,,2024-06-22
226,3424,App Notification,Yes,2022-07-29
158,7180,Email,Yes,2022-08-21
135,3560,SMS,No,2021-01-23
261,9749,SMS,No,2021-03-31
127,2687,SMS,No,2024-12-06
293,2333,Email,Yes,2024-05-29
415,6067,App Notification,,2022-07-04
484,1657,App Notification,,2023-02-14
375,6780,SMS,Yes,2022-01-08
