payment_id,order_id,payment_date,amount,payment_method
7732,40030,2021-04-06,75.43,Cash
23887,31477,2024-06-06,40.48,Cash
23307,28216,2023-03-12,87.31,Cash
1265,31828,2020-07-24,42.99,Cash
30293,8181,2023-09-08,11.68,Wallet
4071,12845,2021-03-01,46.1,Card
12111,32324,2023-02-12,10.13,UPI
40606,18186,2021-10-31,81.09,Wallet
18826,20643,2021-01-27,99.4,Card
32951,27546,2024-08-07,83.02,Wallet
47227,31199,2021-09-02,62.05,Wallet
6571,9233,2021-03-05,5.07,Wallet
49743,9692,2020-02-03,16.95,Cash
47146,48065,2023-10-19,56.0,Cash
4277,2943,2023-04-30,79.08,Card
48901,47991,2020-05-02,66.43,Cash
5300,11481,2020-04-06,30.98,Card
33017,20917,2023-11-26,85.0,Cash
41617,48325,2021-08-08,97.46,Wallet
30128,28560,2024-07-15,72.99,Wallet
6497,35974,2024-12-04,53.62,Wallet
2342,11117,2022-07-17,9.91,UPI
34242,4939,2020-03-10,7.08,UPI
44444,19491,2024-06-17,99.07,Wallet
9733,13270,2022-07-20,40.37,Wallet
46290,32905,2022-10-08,64.73,UPI
10786,11777,2024-01-05,69.81,Wallet
18523,22953,2024-01-23,81.61,Card
23569,4251,2024-07-31,26.64,Cash
11461,2864,2022-07-22,9.77,Wallet
32822,48299,2023-03-03,35.05,Card
36366,31307,2024-10-15,81.97,Cash
640,28141,2022-12-15,65.8,Cash
19822,19413,2024-09-18,99.05,Card
28723,18240,2021-08-28,67.09,Card
35431,7117,2021-04-20,98.55,Cash
28075,14948,2022-11-27,88.49,Wallet
12587,22178,2020-09-02,82.72,Cash
21773,10980,2022-06-01,35.55,UPI
41180,26639,2021-11-04,27.36,Cash
47198,48317,2020-10-09,62.45,Card
8683,11711,2020-07-14,7.28,Cash
42881,16386,2021-01-09,50.94,Card
23931,37320,2023-06-05,64.13,Wallet
17356,1035,2022-01-09,71.12,UPI
47718,35487,2024-08-21,97.54,Card
17919,2444,2024-02-26,26.85,Card
37818,5743,2020-11-30,13.62,Card
14126,25110,2023-09-04,90.47,Wallet
9912,28674,2023-07-28,14.37,UPI
26176,45668,2024-05-28,30.13,Cash
10173,9650,2022-03-12,44.58,UPI
16374,15193,2022-08-12,36.33,Cash
30165,44553,2024-04-29,99.42,Wallet
23456,39602,2024-06-25,26.03,Wallet
14714,5307,2020-12-22,88.48,Cash
6016,40891,2022-11-13,52.02,Cash
38217,9737,2021-02-02,92.17,Wallet
23928,15701,2022-10-28,22.05,Wallet
49424,9615,2024-09-21,17.63,Wallet
18102,12588,2021-07-04,14.78,Wallet
9802,44500,2023-09-07,8.1,UPI
2724,3331,2023-04-10,13.34,Wallet
38187,16840,2024-09-06,46.12,Cash
49679,43168,2023-04-22,7.36,Card
5924,31697,2021-03-31,72.84,Wallet
24527,11722,2020-12-16,94.11,Cash
49198,33515,2024-01-29,75.67,Card
26351,20471,2022-10-31,97.21,UPI
47812,5616,2023-01-20,82.03,Card
7642,41972,2023-12-20,61.94,UPI
4456,20430,2022-08-21,89.33,Cash
30093,39063,2021-01-13,32.71,UPI
19528,28982,2024-03-09,13.42,Cash
31304,2297,2024-04-27,57.88,UPI
13898,46084,2020-02-06,12.34,Wallet
46609,30533,2020-08-09,20.89,Card
19232,2160,2024-03-07,52.61,UPI
19861,20383,2022-06-21,56.58,Wallet
7423,46855,2020-08-19,70.26,UPI
16100,10646,2020-06-03,27.43,Wallet
26185,11489,2022-09-29,5.42,Cash
729,5263,2022-11-08,64.3,Wallet
5252,14842,2023-08-28,51.8,Cash
21446,30030,2022-09-05,45.44,Card
14203,46251,2020-04-22,46.81,UPI
30765,27718,2021-10-05,79.91,Cash
18365,14584,2023-03-13,60.57,Cash
29270,46765,2021-02-16,91.98,Wallet
19109,49740,2023-01-12,33.51,Wallet
18381,7531,2024-06-30,71.21,Card
36196,47678,2021-01-15,21.37,Wallet
2232,5428,2020-08-24,92.82,Wallet
21226,41961,2024-04-18,26.18,Cash
6280,43104,2021-04-29,12.51,Wallet
14180,24410,2022-07-26,5.56,Wallet
21680,30701,2020-02-11,23.06,UPI
47185,17474,2021-10-16,14.68,Card
23630,34924,2024-05-04,78.01,Card
27416,21179,2024-11-06,7.07,Wallet
10641,25673,2024-08-18,24.69,UPI
3131,15043,2021-06-17,89.33,UPI
7437,17605,2021-06-09,81.57,Wallet
3009,38362,2020-10-25,7.22,Card
48456,15653,2024-03-29,35.29,Cash
40498,6300,2021-05-26,71.26,Wallet
18791,29564,2023-04-13,30.75,UPI
11185,7624,2021-08-04,41.51,Wallet
8809,13947,2024-02-25,78.57,UPI
22082,8533,2021-04-12,12.36,UPI
17943,44276,2022-10-24,96.94,UPI
11345,22249,2023-12-05,93.9,Card
20789,21971,2022-01-02,20.31,UPI
35094,40811,2023-11-21,37.07,Cash
5552,13384,2023-04-16,24.96,Card
23544,7713,2022-01-19,53.23,UPI
4393,9570,2021-05-02,40.49,Card
39567,21602,2021-11-22,55.73,Wallet
14051,22486,2021-08-31,9.43,Cash
33622,29513,2020-06-16,54.35,Card
2111,18536,2021-12-19,96.13,Wallet
990,25371,2020-08-22,68.96,Cash
40101,42431,2020-05-01,69.12,Wallet
35038,27457,2024-05-20,53.76,Cash
32543,9566,2023-05-27,44.43,Card
41796,31845,2024-04-24,87.01,UPI
31097,19910,2020-04-10,21.18,Card
48883,21032,2024-06-06,29.17,Wallet
41538,22289,2020-09-17,93.58,Cash
48784,3160,2021-06-10,97.52,Card
11905,33440,2023-08-22,95.65,UPI
11807,49605,2020-07-21,38.89,UPI
41186,31091,2020-04-23,14.88,Wallet
9070,49967,2021-04-13,56.66,Cash
45733,7385,2022-01-17,81.88,UPI
15953,3911,2021-09-24,29.4,Wallet
4680,43867,2021-11-08,57.56,Cash
37000,19522,2020-04-17,46.28,Wallet
25698,48178,2020-03-30,18.02,Card
19228,39420,2022-08-21,36.97,Card
27523,34889,2022-11-21,70.42,UPI
28950,5712,2022-10-05,45.42,Card
48175,31882,2020-11-19,36.67,Cash
6214,49328,2020-08-09,98.3,Cash
30248,33068,2023-06-13,57.65,Cash
30737,34986,2024-11-06,41.87,UPI
46696,47151,2022-01-19,96.48,UPI
33313,17052,2021-01-03,6.0,UPI
4981,13309,2023-04-15,90.62,Wallet
30426,33936,2020-03-08,96.88,Card
5936,45486,2020-02-24,79.13,UPI
39702,49252,2023-01-03,26.7,UPI
15514,43678,2023-09-20,9.08,Wallet
46666,42947,2020-06-23,8.86,Card
3500,48517,2020-03-28,87.89,UPI
23686,45309,2021-12-06,30.02,Cash
4117,31387,2021-12-18,83.47,Wallet
21236,41624,2022-02-08,55.55,Cash
22347,2376,2024-09-19,82.21,Cash
41561,8197,2024-12-27,59.18,Wallet
39586,40747,2021-07-09,95.3,Card
15853,5007,2020-02-18,25.24,Wallet
2880,33563,2024-10-03,9.77,Card
45229,27158,2022-02-13,12.22,Card
20959,1409,2020-08-29,12.55,UPI
11657,23377,2024-12-08,88.83,UPI
49120,43152,2023-12-25,97.29,UPI
5770,10200,2021-12-13,36.23,Card
46293,7769,2024-04-05,20.04,Cash
34129,11735,2021-09-10,24.17,Wallet
16004,12728,2020-10-10,42.39,UPI
10125,1387,2022-06-20,13.47,Wallet
41205,24156,2023-08-08,39.21,Cash
3170,31929,2020-11-26,21.32,Cash
38625,49594,2023-09-20,65.38,Wallet
6042,32201,2023-09-27,12.18,UPI
3382,40857,2021-09-09,84.27,Wallet
966,19735,2022-06-24,11.33,UPI
39126,20214,2024-11-22,19.99,Card
44990,15813,2023-07-02,17.19,Cash
31823,17560,2020-04-28,25.42,UPI
12302,28082,2023-02-03,74.4,Cash
26154,5710,2024-03-29,94.03,Card
11374,31413,2020-12-04,68.5,Cash
25419,34680,2022-06-05,68.86,Wallet
21965,39546,2022-10-16,58.81,Wallet
32169,5104,2023-07-09,81.58,Card
43507,6522,2022-08-28,22.08,Cash
32535,29756,2022-12-26,56.84,Card
4574,23531,2022-11-30,99.48,UPI
40877,40066,2020-10-08,95.39,Cash
20017,3263,2022-12-11,89.68,Cash
21940,28662,2022-01-17,41.83,Card
6994,7317,2021-11-09,44.46,UPI
22144,7387,2020-08-06,65.8,Wallet
3625,3016,2023-06-05,88.3,Wallet
11889,44347,2021-10-21,86.08,Wallet
7168,45961,2022-10-30,35.87,Card
39974,30908,2024-05-25,28.65,Wallet
24808,12819,2020-09-14,72.38,Cash
19254,21009,2022-11-14,22.86,Wallet
813,5443,2020-09-28,25.42,Card
47993,44848,2022-03-17,24.95,Card
4408,32698,2021-01-14,21.84,Wallet
28206,1831,2021-03-06,93.22,Wallet
33796,7714,2024-02-12,30.01,UPI
21357,21204,2023-07-17,12.64,Card
20975,25229,2024-05-16,38.5,Card
25523,32192,2024-11-18,62.37,Card
37562,26106,2023-05-16,70.69,Cash
41499,45939,2022-12-16,33.34,Card
12696,24194,2020-02-12,33.01,Cash
16876,24963,2023-02-28,91.74,UPI
23562,9225,2020-05-29,57.37,Wallet
37237,26899,2024-11-25,7.7,Wallet
23013,47496,2024-01-16,65.55,UPI
39279,17944,2020-12-14,91.77,Card
26814,12451,2021-10-18,11.75,Cash
21119,15251,2022-06-21,39.54,Cash
37770,25229,2022-12-21,72.21,UPI
20551,14386,2023-02-23,37.94,UPI
6391,7010,2024-10-14,92.63,UPI
14769,45292,2020-09-13,36.96,UPI
46795,8120,2022-06-30,78.26,Wallet
20085,42120,2024-04-14,39.76,UPI
9479,15955,2022-02-11,91.37,UPI
30880,13237,2020-07-27,81.66,Card
34600,29765,2020-02-17,39.44,Wallet
12797,30028,2022-12-07,72.51,Wallet
31456,20182,2022-09-05,57.35,Wallet
11805,48906,2020-09-25,30.3,UPI
48551,33975,2024-11-03,44.87,Wallet
15887,35810,2024-09-12,55.8,Cash
47587,21218,2021-06-16,89.43,Wallet
40597,46348,2023-04-26,36.72,Cash
3606,36307,2024-12-18,32.8,Cash
44377,30540,2023-09-06,28.3,Wallet
34452,47261,2023-09-19,88.82,UPI
11578,47532,2021-12-23,9.92,Cash
48021,16027,2022-02-25,35.84,Wallet
38992,37099,2021-06-25,23.24,UPI
37575,9288,2021-10-02,22.6,Wallet
28276,48005,2023-05-28,65.92,Card
17870,48349,2020-02-01,51.94,UPI
28202,48424,2021-09-18,7.61,Cash
43021,26124,2022-09-03,57.48,Cash
14574,7402,2021-04-20,99.86,Cash
16584,9612,2023-07-26,87.02,UPI
45509,39821,2023-09-23,82.08,Card
12083,10230,2020-04-06,80.46,UPI
8345,34880,2020-01-19,27.76,Card
31316,35690,2023-04-17,94.04,Cash
21963,35918,2021-01-17,37.22,UPI
27963,14777,2021-07-02,66.16,Cash
28914,36598,2020-11-08,40.32,Cash
31672,48577,2024-05-11,44.68,Cash
48784,4591,2024-03-13,82.06,Cash
18291,8023,2023-05-02,23.62,UPI
12288,43443,2024-11-26,8.17,Cash
7956,40282,2022-03-07,85.13,UPI
7281,8623,2024-04-18,44.88,UPI
34158,45543,2023-01-31,64.55,Card
45800,3608,2022-12-06,56.51,Card
35668,10792,2021-05-05,36.42,Wallet
13503,31026,2024-09-22,13.46,Cash
43628,30568,2023-10-26,28.28,Cash
37446,1317,2022-02-20,73.47,Card
35021,28070,2024-08-23,90.67,UPI
10959,46635,2022-06-16,46.57,Wallet
28400,33413,2021-02-14,87.25,Wallet
40467,34223,2020-11-06,68.62,Wallet
24245,42515,2022-12-10,92.36,UPI
32152,31460,2021-08-12,59.42,Wallet
29600,14268,2020-11-09,58.5,Cash
37510,9763,2021-02-14,74.35,Card
1128,42876,2024-10-27,36.66,Card
32228,25812,2024-07-17,49.28,UPI
17015,34754,2024-09-10,55.73,Cash
6365,13910,2020-04-09,25.66,Wallet
5462,46502,2023-01-12,48.04,UPI
2264,1497,2020-12-24,31.22,UPI
11627,40762,2021-12-22,20.74,Card
49042,11801,2022-12-15,52.84,Cash
48671,3959,2024-12-26,77.71,Cash
7414,40321,2020-02-19,34.95,Wallet
17002,28851,2020-07-26,49.66,UPI
38931,36312,2024-12-15,67.38,Wallet
4935,45414,2024-03-20,72.54,Wallet
44971,35780,2024-07-23,93.87,Wallet
33131,9647,2024-03-03,24.26,Cash
33834,44050,2021-08-01,76.39,Cash
34940,12057,2024-03-18,63.39,Cash
46904,6015,2022-08-25,84.81,Cash
27020,26630,2021-07-08,84.81,Wallet
38939,19217,2023-04-19,57.25,Card
35871,39823,2020-05-15,10.53,Wallet
7166,32711,2024-03-29,6.21,Card
21102,10143,2020-06-29,5.76,UPI
28199,27849,2022-09-23,57.38,UPI
35539,30088,2020-02-23,51.11,Card
27833,16311,2022-11-20,51.61,Wallet
19431,5281,2020-01-09,36.14,Card
31262,39494,2022-04-25,21.95,UPI
23880,41249,2023-08-11,71.58,Card
46746,27678,2023-06-07,45.59,UPI
6314,21873,2024-12-18,16.65,UPI
3579,44993,2023-12-29,30.03,Wallet
24466,20499,2023-06-30,87.1,Wallet
3137,38121,2024-01-04,20.78,UPI
5776,12321,2023-10-06,29.35,Card
2042,2121,2023-10-29,17.42,UPI
33681,16081,2024-07-05,86.84,Card
39996,46709,2021-06-11,93.69,Cash
49741,48856,2022-04-20,95.01,Wallet
23604,44058,2020-11-16,86.35,Card
14424,22330,2023-12-21,39.15,Cash
39224,10994,2023-08-31,96.78,Cash
13652,30800,2022-02-26,61.94,Card
35629,42021,2021-07-27,31.7,Wallet
20800,35604,2024-12-20,88.59,UPI
25531,3312,2020-06-21,19.35,Card
9179,38919,2023-11-14,99.17,Card
36716,42792,2024-11-19,40.18,UPI
25349,22594,2023-08-30,21.42,UPI
49002,29833,2023-10-19,19.27,Cash
260,19937,2024-03-10,55.8,Wallet
205,44060,2021-11-02,45.04,Wallet
14449,6331,2023-10-31,35.42,Cash
14954,14949,2024-07-08,22.44,Wallet
11437,43792,2020-04-06,17.4,Wallet
44180,6694,2020-06-14,97.92,UPI
35714,23495,2020-01-06,55.84,Wallet
31431,44163,2021-07-17,18.03,Cash
18172,11307,2024-12-17,46.2,Wallet
35093,5284,2022-03-21,54.64,Card
35640,10357,2024-03-28,61.88,UPI
27972,42987,2022-11-27,5.98,Card
39734,48964,2020-06-27,52.57,Wallet
42867,47843,2024-04-06,22.49,Cash
21456,45243,2021-07-03,51.32,UPI
19776,7637,2022-02-28,89.86,UPI
30446,8398,2023-02-21,11.02,Cash
16352,46541,2020-05-19,71.52,Cash
48269,41308,2022-05-07,57.13,Card
44426,29061,2020-12-10,35.94,Wallet
215,31217,2022-11-29,20.29,Wallet
36276,11293,2023-04-24,42.47,Wallet
14901,43647,2022-12-17,79.96,Cash
48498,13766,2022-11-29,55.55,Wallet
22066,44759,2024-04-26,45.03,UPI
14464,1645,2020-07-24,82.68,Wallet
19377,8761,2020-03-14,32.94,Card
2751,10183,2024-01-30,38.42,UPI
17558,48882,2024-12-05,41.84,Cash
1639,30050,2022-09-20,21.37,Card
20023,45624,2020-04-10,51.49,Wallet
21649,48699,2021-10-29,66.76,Cash
23869,13508,2021-03-06,16.06,Cash
22990,12683,2021-12-18,99.16,UPI
16827,46612,2023-05-28,11.14,Card
16855,29584,2021-10-16,30.43,Wallet
45647,34302,2020-09-04,67.9,Wallet
14139,13543,2021-05-15,88.09,Cash
47683,28851,2024-08-01,57.31,Wallet
3138,33320,2024-01-30,46.58,Cash
26895,43463,2024-11-01,91.66,Cash
24282,49447,2020-12-04,43.25,Cash
33193,33440,2023-09-19,68.27,Cash
22512,15838,2024-02-28,58.2,Card
23204,23743,2023-10-03,95.53,Cash
20514,36443,2021-02-15,92.62,UPI
18007,47906,2021-02-09,9.66,UPI
177,48945,2024-07-17,58.58,Cash
46469,17345,2021-03-15,64.16,Wallet
32153,24093,2020-01-28,99.7,Cash
25360,11280,2023-05-25,11.96,UPI
21217,11089,2021-07-29,46.8,UPI
2346,13240,2021-12-26,65.8,Cash
19033,33254,2024-07-26,63.0,Card
20809,8356,2020-11-26,31.64,Card
4603,7225,2023-04-20,47.38,Wallet
2146,15859,2024-10-15,26.64,Wallet
13771,32249,2021-12-22,99.47,Wallet
44609,41357,2021-02-26,85.62,UPI
31076,35765,2022-04-10,73.7,UPI
47618,27633,2022-09-02,24.94,Card
19823,19876,2020-03-05,72.73,Card
42,5411,2023-10-06,21.24,Cash
49065,44184,2020-06-11,12.06,Cash
10177,38824,2020-10-11,53.01,Cash
2084,5103,2024-02-02,47.05,Cash
46486,3987,2024-08-11,24.06,UPI
15394,17395,2023-03-11,65.52,UPI
10587,48510,2020-02-15,94.94,Wallet
13152,49796,2023-11-15,70.89,Card
3694,20993,2023-02-28,78.86,Cash
34993,15778,2020-10-05,52.09,UPI
31221,10495,2022-08-31,98.93,Card
47834,6268,2022-09-30,73.2,Card
32903,14083,2023-06-12,49.34,Cash
43914,39232,2022-09-27,14.24,Card
4262,4102,2020-12-01,7.74,Wallet
48185,47135,2024-01-24,67.12,Cash
11959,23307,2021-06-24,40.52,Card
8613,40373,2021-02-12,73.97,Card
48826,45549,2021-06-13,54.2,Wallet
35310,17835,2023-06-25,10.85,Card
32360,8326,2023-01-19,82.95,Cash
41594,37699,2021-01-20,28.3,Card
14548,12290,2021-08-21,32.42,Cash
33227,31168,2023-09-13,34.73,Card
29746,49952,2022-02-06,89.57,Cash
25851,18848,2020-07-25,76.92,Cash
41084,15037,2022-06-23,97.61,Wallet
17124,39116,2021-07-09,95.11,Cash
24839,42676,2024-10-03,30.85,Wallet
36522,1954,2020-03-24,98.25,Cash
20497,20647,2023-11-28,64.44,Card
32509,24951,2020-08-21,75.61,UPI
690,28374,2020-05-09,48.43,Cash
30034,37999,2023-04-20,88.02,Cash
25555,1070,2023-06-26,72.65,UPI
6350,14483,2020-07-05,79.38,Cash
23006,44151,2022-08-31,71.75,Wallet
43720,15377,2023-10-25,95.08,UPI
9544,44057,2024-04-02,72.49,UPI
19431,1417,2022-02-21,61.58,Wallet
28275,8454,2023-01-25,68.43,Wallet
33118,23201,2020-06-07,71.75,Wallet
10007,16047,2020-01-13,35.11,Cash
12850,45771,2022-11-12,35.87,UPI
29938,30225,2024-01-25,8.46,Cash
3114,42069,2022-02-05,97.05,Cash
3913,11669,2024-07-21,58.91,Cash
29424,41239,2021-02-28,8.32,Wallet
43871,42898,2020-04-29,89.15,Card
25763,22941,2021-05-03,6.33,Card
5887,30989,2022-01-31,6.63,UPI
45187,33556,2020-09-24,8.81,Card
36668,24491,2021-11-04,71.04,UPI
5768,49904,2021-04-26,85.0,Card
14161,40683,2020-04-02,12.96,Wallet
2426,9716,2020-05-24,98.69,Wallet
9375,23986,2024-05-11,47.04,Card
9566,36353,2022-11-14,80.49,Cash
7139,4167,2023-01-19,72.67,Wallet
615,11806,2024-08-10,72.83,UPI
27737,13798,2023-10-25,27.1,Card
15164,1345,2020-10-26,63.49,Card
44269,20932,2020-02-05,69.78,Cash
28111,20067,2024-10-30,27.16,Wallet
5323,25474,2023-10-30,83.96,Cash
26221,9980,2022-05-15,8.78,Wallet
27255,49388,2021-05-12,20.3,Card
1876,42104,2020-08-10,17.87,Cash
22756,31285,2021-06-04,20.15,Card
32260,39366,2024-02-24,69.84,Wallet
49183,45121,2020-03-02,30.01,Wallet
33758,12020,2020-11-29,41.45,Card
29359,40507,2024-08-18,45.31,Card
39868,39932,2024-02-08,30.62,UPI
15375,32017,2020-02-09,68.59,Cash
11403,42398,2021-08-08,19.94,Wallet
37577,17397,2024-07-13,35.61,Wallet
32048,35945,2021-07-19,98.42,Wallet
33970,20394,2022-06-15,27.72,UPI
49231,27377,2022-10-21,38.53,UPI
34809,38823,2022-08-17,99.96,Card
40542,39358,2022-07-06,33.39,Card
13131,24091,2020-04-19,90.28,Cash
27895,7082,2024-11-12,81.25,Cash
20373,13515,2022-03-02,86.98,Cash
1786,17967,2020-01-29,83.29,Wallet
48452,14494,2024-07-14,16.43,Wallet
39772,49924,2022-05-12,74.07,Cash
36959,16110,2021-03-05,95.22,Cash
959,16233,2021-06-10,6.07,UPI
14306,16091,2024-11-03,62.92,Cash
1251,38104,2021-05-02,93.5,Wallet
17591,45794,2024-03-29,76.75,Cash
35064,37862,2024-03-19,67.55,UPI
24130,36510,2021-08-16,35.92,UPI
30991,21073,2024-02-11,42.41,UPI
14725,7586,2020-09-08,78.13,Card
37622,4250,2020-04-08,94.22,Card
3671,16674,2023-04-27,62.58,Wallet
33672,41400,2021-06-26,38.3,Card
16374,35718,2024-02-28,24.74,Wallet
11524,7594,2022-05-22,28.97,Wallet
9619,44406,2024-08-05,42.22,Card
29965,46163,2023-06-11,10.2,Wallet
4219,14886,2024-06-29,36.94,Cash
21471,14348,2022-08-23,51.25,Wallet
6813,40333,2024-08-28,73.71,Cash
21206,27015,2021-01-20,58.09,Card
6965,21754,2020-06-20,34.75,UPI
704,20166,2020-11-08,86.66,Wallet
35590,26314,2020-10-31,78.0,Wallet
38571,41162,2020-06-01,26.32,Cash
13946,42336,2021-03-20,5.7,Cash
17060,21102,2021-10-03,10.98,Card
23034,45663,2022-02-11,57.67,Cash
10755,13876,2022-04-29,40.89,Wallet
40733,35266,2022-06-15,56.61,Card
39009,32519,2020-03-20,54.94,Card
21835,28724,2021-08-03,24.34,Wallet
19534,6596,2021-01-10,67.46,Cash
25767,14460,2022-11-05,88.83,Wallet
3096,45965,2023-08-29,73.58,Cash
27170,14547,2022-01-09,92.84,Cash
2669,20518,2024-02-14,86.62,UPI
7579,10389,2021-08-03,96.26,Wallet
27434,40652,2021-01-17,20.19,Card
12399,25678,2021-02-16,6.3,UPI
46688,15201,2021-06-24,47.38,Wallet
32339,26568,2023-08-17,86.86,Wallet
46631,46216,2024-06-08,10.14,Card
42430,10660,2020-02-24,98.06,Card
10974,41084,2022-08-19,9.98,Card
13535,7535,2020-12-25,66.32,UPI
36920,3527,2024-08-17,77.59,Card
42342,32477,2020-03-29,8.71,Wallet
32238,5851,2022-03-13,56.43,UPI
42978,2708,2023-08-30,59.8,UPI
13929,11767,2024-01-01,31.98,Card
25038,44552,2023-10-04,26.69,UPI
47516,39950,2021-01-13,22.92,Card
39236,23010,2024-12-27,6.03,Card
39923,34415,2021-07-13,42.54,Wallet
14410,38193,2022-01-21,95.49,Wallet
42451,26399,2024-01-05,13.01,UPI
3749,18415,2023-03-14,25.86,UPI
14895,49397,2023-07-19,70.28,Card
36780,23505,2022-09-11,81.33,UPI
1159,18116,2021-11-07,53.45,UPI
48185,1008,2023-08-10,35.18,UPI
37363,16599,2024-04-22,58.05,Card
7257,26808,2023-01-06,63.76,Cash
37588,19144,2024-07-21,86.72,Wallet
41266,14673,2023-10-07,31.14,UPI
33705,11941,2023-01-20,31.14,Cash
22830,11900,2020-04-10,53.25,Wallet
19120,26692,2024-11-15,21.75,Wallet
18196,48826,2024-07-31,40.34,Wallet
24266,27168,2021-07-24,38.76,Wallet
34519,2245,2023-02-18,17.26,Wallet
44053,39335,2022-05-15,65.87,Card
19527,32143,2022-11-30,26.5,Card
35398,14737,2020-08-17,82.58,UPI
28728,37809,2022-01-11,75.24,Card
5540,8108,2021-10-18,43.79,Cash
6343,40693,2023-07-31,48.51,Cash
33197,28798,2023-07-25,41.67,UPI
5643,45758,2020-06-04,47.74,Wallet
25527,34426,2024-10-13,55.37,Wallet
25237,36257,2024-11-10,36.13,UPI
25205,44769,2024-05-24,95.82,Wallet
39067,39549,2023-05-18,86.22,Card
32318,4693,2023-07-10,55.18,Card
31397,30489,2022-02-21,39.86,Wallet
13366,12396,2022-04-04,19.93,Card
41129,1911,2024-08-02,42.94,Wallet
3085,6944,2022-03-22,38.49,Cash
27588,34424,2024-11-11,15.38,Card
39529,18641,2023-05-27,28.43,Wallet
25961,39051,2024-06-18,52.77,Cash
37826,22723,2022-09-05,34.83,Wallet
26507,25777,2021-06-18,69.63,Wallet
35400,13289,2023-08-12,21.34,UPI
19383,1347,2023-04-25,91.71,Cash
16603,36887,2020-03-07,85.14,Card
24791,48756,2020-11-11,57.47,Card
26406,34737,2023-05-29,68.94,Cash
32239,44344,2024-11-17,70.59,Wallet
22075,32472,2022-10-15,89.42,Cash
45461,39043,2023-03-22,76.48,Cash
18343,23452,2021-06-04,13.18,Wallet
30892,14507,2023-08-26,5.37,Card
23856,42205,2024-08-19,14.71,Wallet
10466,43967,2020-11-20,44.79,Wallet
36649,15081,2022-10-10,71.02,UPI
6481,42013,2021-06-14,59.34,Cash
27357,31411,2024-11-03,48.32,Card
45183,49125,2022-06-06,77.42,Card
34213,23751,2024-02-26,56.95,Cash
18642,21896,2022-04-30,46.85,UPI
49896,32131,2023-08-08,87.99,Card
14982,19858,2022-06-27,79.41,Card
46967,13351,2024-08-25,33.78,UPI
16904,11978,2023-03-20,42.06,UPI
9529,26025,2021-12-03,48.14,Cash
24710,3589,2023-04-06,38.81,UPI
15060,13811,2024-01-22,41.12,Wallet
43552,41284,2021-06-02,11.75,UPI
18649,25934,2020-12-20,40.66,UPI
13933,49882,2021-06-09,21.75,Wallet
15120,10744,2023-04-14,87.83,Card
21507,45008,2020-08-27,63.98,Cash
48052,19235,2024-12-11,33.68,Card
36126,24139,2021-09-28,73.14,Cash
17556,43694,2021-04-14,75.13,Wallet
7175,42712,2024-06-22,49.62,Wallet
10896,37426,2023-10-07,72.63,Card
43162,28592,2024-10-02,50.54,Wallet
26119,3032,2023-03-03,44.44,Card
23664,47993,2022-04-03,11.22,Wallet
27909,45096,2024-02-08,64.8,Card
39756,4547,2022-10-28,60.18,Cash
23090,16533,2024-05-01,69.43,Card
34190,25800,2024-10-22,30.54,Card
34117,22337,2020-04-07,37.47,UPI
12997,17751,2023-05-25,65.38,Card
8064,32276,2024-08-14,91.25,UPI
42909,6114,2020-07-08,96.01,UPI
24746,29086,2021-06-23,33.47,Wallet
5755,1891,2021-04-30,96.77,Wallet
38761,6778,2022-07-28,79.89,Cash
26126,43351,2020-03-12,59.43,Cash
3633,41304,2024-06-14,37.88,Cash
36807,19750,2021-04-21,94.02,Wallet
23684,47599,2021-10-18,50.41,Wallet
49970,24256,2023-12-05,48.82,Wallet
47334,5738,2023-11-11,30.81,UPI
35561,7297,2023-10-20,91.17,Cash
33811,2278,2021-03-05,7.6,UPI
30188,47528,2024-11-03,45.02,UPI
41978,27328,2021-03-25,72.7,Wallet
24090,40125,2023-06-22,84.53,Cash
27411,11646,2022-01-05,24.53,UPI
21814,26780,2024-08-22,98.5,UPI
26963,41644,2023-01-13,37.52,Card
4939,30175,2022-07-30,89.05,UPI
38867,27262,2022-05-09,56.14,UPI
21111,47421,2021-12-04,66.77,Wallet
49987,24631,2023-03-09,37.57,UPI
47277,48915,2020-10-07,73.88,Wallet
38338,29474,2024-11-10,75.99,Card
21158,19614,2021-01-06,67.57,UPI
46880,41019,2023-03-23,48.17,UPI
19430,11806,2020-09-10,33.24,Wallet
33980,16750,2020-11-13,16.68,Cash
27768,21145,2023-03-20,77.37,Card
31640,34807,2022-09-09,99.32,Card
41296,7438,2021-10-06,68.01,UPI
45714,40892,2023-05-17,74.49,Card
18240,45321,2022-06-09,51.76,Wallet
33204,45908,2024-07-25,46.24,UPI
19273,36269,2020-04-06,61.33,Wallet
39161,14968,2022-10-22,34.95,UPI
42358,32505,2024-05-08,69.64,Cash
36611,15573,2022-05-26,81.94,Wallet
41402,32309,2023-06-05,64.67,Card
25932,37509,2023-01-05,32.98,UPI
39461,23425,2020-12-19,90.37,Cash
7852,48897,2020-06-15,93.02,Cash
30006,15269,2020-08-21,55.76,Cash
48555,31744,2021-05-19,68.52,UPI
4182,11210,2020-02-16,60.63,Card
35831,3134,2022-10-06,60.52,Card
20047,38281,2021-08-26,23.61,Wallet
22029,27419,2022-03-04,35.07,Wallet
10915,5234,2021-11-29,27.81,Cash
43653,38548,2020-07-23,17.14,Wallet
40357,10964,2024-08-20,11.07,Card
